2024-06-10 00:00:50, AirTemperature: 32.0C, AirHumidity: 50.2%, WaterTemperature: 25C, WaterDO: 8.55mg/L 
2024-06-10 00:25:50, AirTemperature: 32.3C, AirHumidity: 50.2%, WaterTemperature: 26C, WaterDO: 8.25mg/L 
2024-06-10 00:26:50, AirTemperature: 32.3C, AirHumidity: 50.2%, WaterTemperature: 26C, WaterDO: 7.26mg/L 
2024-06-10 00:27:50, AirTemperature: 32.3C, AirHumidity: 50.2%, WaterTemperature: 26C, WaterDO: 8.25mg/L 
2024-06-10 00:28:50, AirTemperature: 32.3C, AirHumidity: 50.2%, WaterTemperature: 26C, WaterDO: 9.45mg/L 
2024-06-10 00:29:50, AirTemperature: 32.3C, AirHumidity: 50.2%, WaterTemperature: 26C, WaterDO: 7.76mg/L 
2024-06-10 00:30:50, AirTemperature: 32.3C, AirHumidity: 50.2%, WaterTemperature: 26C, WaterDO: 7.01mg/L 
2024-06-10 00:31:50, AirTemperature: 32.4C, AirHumidity: 50.2%, WaterTemperature: 26C, WaterDO: 7.76mg/L 
2024-06-10 00:32:50, AirTemperature: 32.4C, AirHumidity: 50.2%, WaterTemperature: 26C, WaterDO: 8.25mg/L 
2024-06-10 00:33:50, AirTemperature: 32.4C, AirHumidity: 50.2%, WaterTemperature: 26C, WaterDO: 8.25mg/L 
2024-06-10 00:34:50, AirTemperature: 32.4C, AirHumidity: 50.2%, WaterTemperature: 26C, WaterDO: 7.01mg/L 
2024-06-10 00:35:50, AirTemperature: 32.4C, AirHumidity: 50.2%, WaterTemperature: 26C, WaterDO: 8.45mg/L 
2024-06-10 00:36:50, AirTemperature: 32.4C, AirHumidity: 50.2%, WaterTemperature: 26C, WaterDO: 8.25mg/L 
2024-06-10 00:37:50, AirTemperature: 32.4C, AirHumidity: 50.2%, WaterTemperature: 26C, WaterDO: 8.25mg/L 
2024-06-10 00:38:50, AirTemperature: 32.4C, AirHumidity: 50.2%, WaterTemperature: 26C, WaterDO: 8.25mg/L 
2024-06-10 00:39:50, AirTemperature: 32.4C, AirHumidity: 50.2%, WaterTemperature: 26C, WaterDO: 8.45mg/L 
2024-06-10 00:40:50, AirTemperature: 32.4C, AirHumidity: 50.2%, WaterTemperature: 26C, WaterDO: 9.45mg/L 
2024-06-10 00:41:50, AirTemperature: 32.4C, AirHumidity: 50.2%, WaterTemperature: 26C, WaterDO: 8.01mg/L 
2024-06-10 00:42:50, AirTemperature: 32.4C, AirHumidity: 50.2%, WaterTemperature: 26C, WaterDO: 8.01mg/L 
2024-06-10 00:43:50, AirTemperature: 32.5C, AirHumidity: 50.2%, WaterTemperature: 26C, WaterDO: 8.01mg/L 
2024-06-10 00:44:50, AirTemperature: 32.5C, AirHumidity: 50.1%, WaterTemperature: 26C, WaterDO: 8.25mg/L 
2024-06-10 00:45:50, AirTemperature: 32.5C, AirHumidity: 50.2%, WaterTemperature: 26C, WaterDO: 8.01mg/L 
2024-06-10 00:46:50, AirTemperature: 32.5C, AirHumidity: 50.2%, WaterTemperature: 26C, WaterDO: 7.76mg/L 
2024-06-10 00:47:50, AirTemperature: 32.5C, AirHumidity: 50.2%, WaterTemperature: 26C, WaterDO: 8.25mg/L 
2024-06-10 00:48:50, AirTemperature: 32.5C, AirHumidity: 50.2%, WaterTemperature: 26C, WaterDO: 7.26mg/L 
2024-06-10 00:49:50, AirTemperature: 32.5C, AirHumidity: 50.2%, WaterTemperature: 26C, WaterDO: 8.25mg/L 
2024-06-10 00:50:50, AirTemperature: 32.5C, AirHumidity: 50.2%, WaterTemperature: 26C, WaterDO: 8.01mg/L 
2024-06-10 00:51:50, AirTemperature: 32.5C, AirHumidity: 50.2%, WaterTemperature: 26C, WaterDO: 8.01mg/L 
2024-06-10 00:52:50, AirTemperature: 32.5C, AirHumidity: 50.2%, WaterTemperature: 26C, WaterDO: 8.25mg/L 
2024-06-10 00:53:50, AirTemperature: 32.6C, AirHumidity: 50.2%, WaterTemperature: 26C, WaterDO: 8.95mg/L 
2024-06-10 00:54:50, AirTemperature: 32.6C, AirHumidity: 50.2%, WaterTemperature: 26C, WaterDO: 8.01mg/L 
2024-06-10 00:55:50, AirTemperature: 32.5C, AirHumidity: 50.2%, WaterTemperature: 26C, WaterDO: 7.26mg/L 
2024-06-10 00:56:50, AirTemperature: 32.6C, AirHumidity: 50.1%, WaterTemperature: 26C, WaterDO: 7.51mg/L 
2024-06-10 00:57:50, AirTemperature: 32.6C, AirHumidity: 50.2%, WaterTemperature: 26C, WaterDO: 7.01mg/L 
2024-06-10 00:58:50, AirTemperature: 32.6C, AirHumidity: 50.2%, WaterTemperature: 26C, WaterDO: 8.45mg/L 
2024-06-10 00:59:50, AirTemperature: 32.6C, AirHumidity: 50.2%, WaterTemperature: 26C, WaterDO: 8.01mg/L 
2024-06-10 01:00:50, AirTemperature: 32.6C, AirHumidity: 50.2%, WaterTemperature: 26C, WaterDO: 7.51mg/L 
2024-06-10 01:01:50, AirTemperature: 32.6C, AirHumidity: 50.2%, WaterTemperature: 26C, WaterDO: 7.51mg/L 
2024-06-10 01:02:50, AirTemperature: 32.6C, AirHumidity: 50.2%, WaterTemperature: 26C, WaterDO: 8.45mg/L 
2024-06-10 01:03:50, AirTemperature: 32.6C, AirHumidity: 50.2%, WaterTemperature: 26C, WaterDO: 7.51mg/L 
2024-06-10 01:04:50, AirTemperature: 32.6C, AirHumidity: 50.2%, WaterTemperature: 26C, WaterDO: 8.01mg/L 
2024-06-10 01:05:50, AirTemperature: 32.6C, AirHumidity: 50.1%, WaterTemperature: 26C, WaterDO: 8.25mg/L 
2024-06-10 01:06:50, AirTemperature: 32.6C, AirHumidity: 50.2%, WaterTemperature: 26C, WaterDO: 8.25mg/L 
2024-06-10 01:07:50, AirTemperature: 32.6C, AirHumidity: 50.2%, WaterTemperature: 26C, WaterDO: 9.45mg/L 
2024-06-10 01:08:50, AirTemperature: 32.6C, AirHumidity: 50.2%, WaterTemperature: 26C, WaterDO: 8.25mg/L 
2024-06-10 01:09:50, AirTemperature: 32.6C, AirHumidity: 50.2%, WaterTemperature: 26C, WaterDO: 8.95mg/L 
2024-06-10 01:10:50, AirTemperature: 32.7C, AirHumidity: 50.2%, WaterTemperature: 26C, WaterDO: 8.25mg/L 
2024-06-10 01:11:50, AirTemperature: 32.7C, AirHumidity: 50.2%, WaterTemperature: 26C, WaterDO: 7.26mg/L 
2024-06-10 01:12:50, AirTemperature: 32.7C, AirHumidity: 50.2%, WaterTemperature: 26C, WaterDO: 7.51mg/L 
2024-06-10 01:13:50, AirTemperature: 32.7C, AirHumidity: 50.1%, WaterTemperature: 26C, WaterDO: 7.01mg/L 
2024-06-10 01:14:50, AirTemperature: 32.7C, AirHumidity: 50.2%, WaterTemperature: 26C, WaterDO: 7.76mg/L 
2024-06-10 01:15:50, AirTemperature: 32.7C, AirHumidity: 50.2%, WaterTemperature: 26C, WaterDO: 9.45mg/L 
2024-06-10 01:16:50, AirTemperature: 32.7C, AirHumidity: 50.2%, WaterTemperature: 26C, WaterDO: 8.45mg/L 
2024-06-10 01:17:50, AirTemperature: 32.7C, AirHumidity: 50.2%, WaterTemperature: 26C, WaterDO: 7.51mg/L 
2024-06-10 01:18:50, AirTemperature: 32.7C, AirHumidity: 50.2%, WaterTemperature: 26C, WaterDO: 9.2mg/L 
2024-06-10 01:19:50, AirTemperature: 32.7C, AirHumidity: 50.1%, WaterTemperature: 26C, WaterDO: 8.45mg/L 
2024-06-10 01:20:50, AirTemperature: 32.8C, AirHumidity: 50.2%, WaterTemperature: 26C, WaterDO: 7.26mg/L 
2024-06-10 01:21:50, AirTemperature: 32.7C, AirHumidity: 50.1%, WaterTemperature: 26C, WaterDO: 8.25mg/L 
2024-06-10 01:22:50, AirTemperature: 32.7C, AirHumidity: 50.1%, WaterTemperature: 26C, WaterDO: 8.01mg/L 
2024-06-10 01:23:50, AirTemperature: 32.8C, AirHumidity: 50.1%, WaterTemperature: 26C, WaterDO: 8.7mg/L 
2024-06-10 01:24:50, AirTemperature: 32.7C, AirHumidity: 50.2%, WaterTemperature: 26C, WaterDO: 8.45mg/L 
2024-06-10 01:25:50, AirTemperature: 32.8C, AirHumidity: 50.2%, WaterTemperature: 26C, WaterDO: 8.7mg/L 
2024-06-10 01:26:50, AirTemperature: 32.8C, AirHumidity: 50.2%, WaterTemperature: 26C, WaterDO: 8.01mg/L 
2024-06-10 01:27:50, AirTemperature: 32.8C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 7.96mg/L 
2024-06-10 01:28:50, AirTemperature: 32.8C, AirHumidity: 50.2%, WaterTemperature: 26C, WaterDO: 8.25mg/L 
2024-06-10 01:29:50, AirTemperature: 32.8C, AirHumidity: 50.2%, WaterTemperature: 26C, WaterDO: 8.01mg/L 
2024-06-10 01:30:51, AirTemperature: 32.8C, AirHumidity: 50.2%, WaterTemperature: 26C, WaterDO: 7.26mg/L 
2024-06-10 01:31:51, AirTemperature: 32.8C, AirHumidity: 50.1%, WaterTemperature: 27C, WaterDO: 7.48mg/L 
2024-06-10 01:32:51, AirTemperature: 32.8C, AirHumidity: 50.2%, WaterTemperature: 26C, WaterDO: 8.25mg/L 
2024-06-10 01:33:51, AirTemperature: 32.8C, AirHumidity: 50.1%, WaterTemperature: 27C, WaterDO: 8.87mg/L 
2024-06-10 01:34:50, AirTemperature: 32.8C, AirHumidity: 50.2%, WaterTemperature: 26C, WaterDO: 8.25mg/L 
2024-06-10 01:35:51, AirTemperature: 32.8C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 7.48mg/L 
2024-06-10 01:36:51, AirTemperature: 32.8C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 8.15mg/L 
2024-06-10 01:37:51, AirTemperature: 32.8C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 8.63mg/L 
2024-06-10 01:38:51, AirTemperature: 32.8C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 8.15mg/L 
2024-06-10 01:39:51, AirTemperature: 32.8C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 7.0mg/L 
2024-06-10 01:40:51, AirTemperature: 32.9C, AirHumidity: 50.1%, WaterTemperature: 27C, WaterDO: 8.87mg/L 
2024-06-10 01:41:51, AirTemperature: 32.9C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 7.72mg/L 
2024-06-10 01:42:51, AirTemperature: 32.9C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 8.39mg/L 
2024-06-10 01:43:51, AirTemperature: 32.9C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 7.96mg/L 
2024-06-10 01:44:51, AirTemperature: 32.9C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 7.96mg/L 
2024-06-10 01:45:51, AirTemperature: 32.9C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 8.15mg/L 
2024-06-10 01:46:51, AirTemperature: 32.9C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 6.76mg/L 
2024-06-10 01:47:51, AirTemperature: 32.9C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 7.96mg/L 
2024-06-10 01:48:51, AirTemperature: 32.9C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 8.39mg/L 
2024-06-10 01:49:51, AirTemperature: 32.9C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 8.39mg/L 
2024-06-10 01:50:51, AirTemperature: 32.9C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 9.11mg/L 
2024-06-10 01:51:51, AirTemperature: 32.9C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 7.72mg/L 
2024-06-10 01:52:51, AirTemperature: 32.9C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 9.11mg/L 
2024-06-10 01:53:51, AirTemperature: 32.9C, AirHumidity: 50.1%, WaterTemperature: 27C, WaterDO: 7.24mg/L 
2024-06-10 01:54:51, AirTemperature: 32.9C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 7.0mg/L 
2024-06-10 01:55:51, AirTemperature: 32.9C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 7.96mg/L 
2024-06-10 01:56:51, AirTemperature: 32.9C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 7.72mg/L 
2024-06-10 01:57:51, AirTemperature: 32.9C, AirHumidity: 50.1%, WaterTemperature: 27C, WaterDO: 7.96mg/L 
2024-06-10 01:58:51, AirTemperature: 33.0C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 8.15mg/L 
2024-06-10 01:59:51, AirTemperature: 32.9C, AirHumidity: 50.1%, WaterTemperature: 27C, WaterDO: 7.48mg/L 
2024-06-10 02:00:51, AirTemperature: 33.0C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 7.48mg/L 
2024-06-10 02:01:51, AirTemperature: 33.0C, AirHumidity: 50.1%, WaterTemperature: 27C, WaterDO: 8.15mg/L 
2024-06-10 02:02:51, AirTemperature: 32.9C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 7.72mg/L 
2024-06-10 02:03:51, AirTemperature: 33.0C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 9.35mg/L 
2024-06-10 02:04:51, AirTemperature: 33.0C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 7.96mg/L 
2024-06-10 02:05:51, AirTemperature: 33.0C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 8.15mg/L 
2024-06-10 02:06:51, AirTemperature: 33.0C, AirHumidity: 50.1%, WaterTemperature: 27C, WaterDO: 9.59mg/L 
2024-06-10 02:07:51, AirTemperature: 33.0C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 7.48mg/L 
2024-06-10 02:08:51, AirTemperature: 33.0C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 7.72mg/L 
2024-06-10 02:09:51, AirTemperature: 33.0C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 6.76mg/L 
2024-06-10 02:10:51, AirTemperature: 33.0C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 7.72mg/L 
2024-06-10 02:11:51, AirTemperature: 33.0C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 8.15mg/L 
2024-06-10 02:12:51, AirTemperature: 33.0C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 8.39mg/L 
2024-06-10 02:13:51, AirTemperature: 33.0C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 8.15mg/L 
2024-06-10 02:14:51, AirTemperature: 33.0C, AirHumidity: 50.1%, WaterTemperature: 27C, WaterDO: 7.0mg/L 
2024-06-10 02:15:51, AirTemperature: 33.0C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 6.76mg/L 
2024-06-10 02:16:51, AirTemperature: 33.0C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 7.0mg/L 
2024-06-10 02:17:51, AirTemperature: 33.0C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 8.63mg/L 
2024-06-10 02:18:51, AirTemperature: 33.0C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 7.72mg/L 
2024-06-10 02:19:51, AirTemperature: 33.0C, AirHumidity: 50.1%, WaterTemperature: 27C, WaterDO: 8.39mg/L 
2024-06-10 02:20:51, AirTemperature: 33.0C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 9.35mg/L 
2024-06-10 02:21:51, AirTemperature: 33.0C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 7.72mg/L 
2024-06-10 02:22:51, AirTemperature: 33.0C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 7.96mg/L 
2024-06-10 02:23:51, AirTemperature: 33.1C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 7.72mg/L 
2024-06-10 02:24:51, AirTemperature: 33.1C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 8.39mg/L 
2024-06-10 02:25:51, AirTemperature: 33.1C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 7.0mg/L 
2024-06-10 02:26:51, AirTemperature: 33.1C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 7.96mg/L 
2024-06-10 02:27:51, AirTemperature: 33.1C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 8.15mg/L 
2024-06-10 02:28:51, AirTemperature: 33.1C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 8.39mg/L 
2024-06-10 02:29:51, AirTemperature: 33.1C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 8.39mg/L 
2024-06-10 02:30:51, AirTemperature: 33.1C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 7.96mg/L 
2024-06-10 02:31:51, AirTemperature: 33.1C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 6.52mg/L 
2024-06-10 02:32:51, AirTemperature: 33.1C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 7.72mg/L 
2024-06-10 02:33:51, AirTemperature: 33.1C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 7.72mg/L 
2024-06-10 02:34:51, AirTemperature: 33.1C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 8.15mg/L 
2024-06-10 02:35:51, AirTemperature: 33.1C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 7.96mg/L 
2024-06-10 02:36:51, AirTemperature: 33.1C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 8.15mg/L 
2024-06-10 02:37:51, AirTemperature: 33.1C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 9.11mg/L 
2024-06-10 02:38:51, AirTemperature: 33.1C, AirHumidity: 50.1%, WaterTemperature: 27C, WaterDO: 8.15mg/L 
2024-06-10 02:39:51, AirTemperature: 33.1C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 7.72mg/L 
2024-06-10 02:40:51, AirTemperature: 33.1C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 7.96mg/L 
2024-06-10 02:41:51, AirTemperature: 33.1C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 7.96mg/L 
2024-06-10 02:42:51, AirTemperature: 33.1C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 10.26mg/L 
2024-06-10 02:43:51, AirTemperature: 33.1C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 8.15mg/L 
2024-06-10 02:44:51, AirTemperature: 33.1C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 8.39mg/L 
2024-06-10 02:45:51, AirTemperature: 33.1C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 7.0mg/L 
2024-06-10 02:46:51, AirTemperature: 33.1C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 8.39mg/L 
2024-06-10 02:47:51, AirTemperature: 33.1C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 9.59mg/L 
2024-06-10 02:48:51, AirTemperature: 33.1C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 7.72mg/L 
2024-06-10 02:49:51, AirTemperature: 33.1C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 7.72mg/L 
2024-06-10 02:50:51, AirTemperature: 33.2C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 7.96mg/L 
2024-06-10 02:51:51, AirTemperature: 33.2C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 8.39mg/L 
2024-06-10 02:52:51, AirTemperature: 33.2C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 8.15mg/L 
2024-06-10 02:53:51, AirTemperature: 33.2C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 7.96mg/L 
2024-06-10 02:54:51, AirTemperature: 33.2C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 7.24mg/L 
2024-06-10 02:55:51, AirTemperature: 33.2C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 8.39mg/L 
2024-06-10 02:56:51, AirTemperature: 33.2C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 8.39mg/L 
2024-06-10 02:57:51, AirTemperature: 33.2C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 6.76mg/L 
2024-06-10 02:58:51, AirTemperature: 33.2C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 7.96mg/L 
2024-06-10 02:59:51, AirTemperature: 33.2C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 7.96mg/L 
2024-06-10 03:00:51, AirTemperature: 33.2C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 7.72mg/L 
2024-06-10 03:01:51, AirTemperature: 33.2C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 7.96mg/L 
2024-06-10 03:02:51, AirTemperature: 33.2C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 8.15mg/L 
2024-06-10 03:03:51, AirTemperature: 33.2C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 7.96mg/L 
2024-06-10 03:04:51, AirTemperature: 33.2C, AirHumidity: 50.1%, WaterTemperature: 27C, WaterDO: 8.15mg/L 
2024-06-10 03:05:51, AirTemperature: 33.2C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 8.15mg/L 
2024-06-10 03:06:51, AirTemperature: 33.2C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 7.96mg/L 
2024-06-10 03:07:51, AirTemperature: 33.2C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 7.48mg/L 
2024-06-10 03:08:51, AirTemperature: 33.2C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 6.76mg/L 
2024-06-10 03:09:51, AirTemperature: 33.2C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 8.87mg/L 
2024-06-10 03:10:51, AirTemperature: 33.2C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 8.15mg/L 
2024-06-10 03:11:51, AirTemperature: 33.2C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 7.48mg/L 
2024-06-10 03:12:51, AirTemperature: 33.2C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 7.0mg/L 
2024-06-10 03:13:51, AirTemperature: 33.2C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 7.0mg/L 
2024-06-10 03:14:51, AirTemperature: 33.2C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 9.83mg/L 
2024-06-10 03:15:51, AirTemperature: 33.2C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 8.87mg/L 
2024-06-10 03:16:51, AirTemperature: 33.2C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 8.15mg/L 
2024-06-10 03:17:51, AirTemperature: 33.2C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 8.15mg/L 
2024-06-10 03:18:51, AirTemperature: 33.2C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 7.96mg/L 
2024-06-10 03:19:51, AirTemperature: 33.2C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 7.96mg/L 
2024-06-10 03:20:51, AirTemperature: 33.3C, AirHumidity: 50.2%, WaterTemperature: 27C, WaterDO: 7.72mg/L 
2024-06-10 03:21:51, AirTemperature: 33.2C, AirHumidity: 50.3%, WaterTemperature: 27C, WaterDO: 8.39mg/L 
2024-06-10 03:22:51, AirTemperature: 33.2C, AirHumidity: 50.3%, WaterTemperature: 27C, WaterDO: 9.11mg/L 
2024-06-10 03:23:51, AirTemperature: 33.2C, AirHumidity: 50.3%, WaterTemperature: 27C, WaterDO: 7.24mg/L 
2024-06-10 03:24:51, AirTemperature: 33.3C, AirHumidity: 50.3%, WaterTemperature: 27C, WaterDO: 7.72mg/L 
2024-06-10 03:25:51, AirTemperature: 33.3C, AirHumidity: 50.3%, WaterTemperature: 27C, WaterDO: 8.63mg/L 
2024-06-10 03:26:51, AirTemperature: 33.3C, AirHumidity: 50.3%, WaterTemperature: 27C, WaterDO: 7.48mg/L 
