2024-06-14 00:00:38, AirTemperature: 27.6C, AirHumidity: 42.3%, WaterTemperature: 20C, WaterDO: 8.82mg/L 
2024-06-14 00:58:38, AirTemperature: 27.5C, AirHumidity: 42.2%, WaterTemperature: 20C, WaterDO: 9.45mg/L 
2024-06-14 00:59:38, AirTemperature: 27.5C, AirHumidity: 42.2%, WaterTemperature: 20C, WaterDO: 8.82mg/L 
2024-06-14 01:00:38, AirTemperature: 27.5C, AirHumidity: 42.2%, WaterTemperature: 20C, WaterDO: 8.2mg/L 
2024-06-14 01:01:38, AirTemperature: 27.5C, AirHumidity: 42.2%, WaterTemperature: 20C, WaterDO: 8.51mg/L 
2024-06-14 01:02:38, AirTemperature: 27.5C, AirHumidity: 42.2%, WaterTemperature: 20C, WaterDO: 9.76mg/L 
2024-06-14 01:03:38, AirTemperature: 27.5C, AirHumidity: 42.2%, WaterTemperature: 20C, WaterDO: 8.82mg/L 
2024-06-14 01:04:38, AirTemperature: 27.5C, AirHumidity: 42.2%, WaterTemperature: 20C, WaterDO: 9.14mg/L 
2024-06-14 01:05:38, AirTemperature: 27.5C, AirHumidity: 42.2%, WaterTemperature: 20C, WaterDO: 9.45mg/L 
2024-06-14 01:06:38, AirTemperature: 27.5C, AirHumidity: 42.2%, WaterTemperature: 20C, WaterDO: 9.14mg/L 
2024-06-14 01:07:38, AirTemperature: 27.5C, AirHumidity: 42.2%, WaterTemperature: 20C, WaterDO: 8.82mg/L 
2024-06-14 01:08:38, AirTemperature: 27.5C, AirHumidity: 42.2%, WaterTemperature: 20C, WaterDO: 8.2mg/L 
2024-06-14 01:09:38, AirTemperature: 27.5C, AirHumidity: 42.2%, WaterTemperature: 20C, WaterDO: 9.14mg/L 
2024-06-14 01:10:38, AirTemperature: 27.5C, AirHumidity: 42.2%, WaterTemperature: 20C, WaterDO: 9.45mg/L 
2024-06-14 01:11:38, AirTemperature: 27.5C, AirHumidity: 42.2%, WaterTemperature: 20C, WaterDO: 8.51mg/L 
2024-06-14 01:12:38, AirTemperature: 27.5C, AirHumidity: 42.2%, WaterTemperature: 20C, WaterDO: 9.45mg/L 
2024-06-14 01:13:38, AirTemperature: 27.5C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 9.45mg/L 
2024-06-14 01:14:38, AirTemperature: 27.5C, AirHumidity: 42.2%, WaterTemperature: 20C, WaterDO: 9.14mg/L 
2024-06-14 01:15:38, AirTemperature: 27.5C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 8.51mg/L 
2024-06-14 01:16:38, AirTemperature: 27.5C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 9.14mg/L 
2024-06-14 01:17:38, AirTemperature: 27.5C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 9.45mg/L 
2024-06-14 01:18:38, AirTemperature: 27.5C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 9.76mg/L 
2024-06-14 01:19:38, AirTemperature: 27.5C, AirHumidity: 42.2%, WaterTemperature: 20C, WaterDO: 8.2mg/L 
2024-06-14 01:20:38, AirTemperature: 27.5C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 8.51mg/L 
2024-06-14 01:21:38, AirTemperature: 27.5C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 8.51mg/L 
2024-06-14 01:22:38, AirTemperature: 27.5C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 8.82mg/L 
2024-06-14 01:23:38, AirTemperature: 27.5C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 9.14mg/L 
2024-06-14 01:24:38, AirTemperature: 27.5C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 8.51mg/L 
2024-06-14 01:25:38, AirTemperature: 27.5C, AirHumidity: 42.2%, WaterTemperature: 20C, WaterDO: 8.82mg/L 
2024-06-14 01:26:38, AirTemperature: 27.5C, AirHumidity: 42.2%, WaterTemperature: 20C, WaterDO: 8.2mg/L 
2024-06-14 01:27:39, AirTemperature: 27.5C, AirHumidity: 42.2%, WaterTemperature: 20C, WaterDO: 8.51mg/L 
2024-06-14 01:28:39, AirTemperature: 27.5C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 8.51mg/L 
2024-06-14 01:29:39, AirTemperature: 27.5C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 8.51mg/L 
2024-06-14 01:30:39, AirTemperature: 27.5C, AirHumidity: 42.2%, WaterTemperature: 20C, WaterDO: 9.76mg/L 
2024-06-14 01:31:39, AirTemperature: 27.5C, AirHumidity: 42.2%, WaterTemperature: 20C, WaterDO: 9.45mg/L 
2024-06-14 01:32:39, AirTemperature: 27.5C, AirHumidity: 42.2%, WaterTemperature: 20C, WaterDO: 8.51mg/L 
2024-06-14 01:33:39, AirTemperature: 27.5C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 8.51mg/L 
2024-06-14 01:34:38, AirTemperature: 27.5C, AirHumidity: 42.2%, WaterTemperature: 20C, WaterDO: 8.51mg/L 
2024-06-14 01:35:38, AirTemperature: 27.5C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 8.82mg/L 
2024-06-14 01:36:39, AirTemperature: 27.5C, AirHumidity: 42.2%, WaterTemperature: 20C, WaterDO: 9.76mg/L 
2024-06-14 01:37:39, AirTemperature: 27.5C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 8.51mg/L 
2024-06-14 01:38:39, AirTemperature: 27.5C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 8.51mg/L 
2024-06-14 01:39:39, AirTemperature: 27.5C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 9.45mg/L 
2024-06-14 01:40:39, AirTemperature: 27.5C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 8.82mg/L 
2024-06-14 01:41:39, AirTemperature: 27.5C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 9.76mg/L 
2024-06-14 01:42:39, AirTemperature: 27.5C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 9.14mg/L 
2024-06-14 01:43:39, AirTemperature: 27.5C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 9.45mg/L 
2024-06-14 01:44:39, AirTemperature: 27.5C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 9.45mg/L 
2024-06-14 01:45:39, AirTemperature: 27.5C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 8.51mg/L 
2024-06-14 01:46:39, AirTemperature: 27.5C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 8.51mg/L 
2024-06-14 01:47:39, AirTemperature: 27.5C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 8.51mg/L 
2024-06-14 01:48:39, AirTemperature: 27.5C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 8.82mg/L 
2024-06-14 01:49:39, AirTemperature: 27.4C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 8.82mg/L 
2024-06-14 01:50:39, AirTemperature: 27.5C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 9.14mg/L 
2024-06-14 01:51:39, AirTemperature: 27.5C, AirHumidity: 42.2%, WaterTemperature: 20C, WaterDO: 9.45mg/L 
2024-06-14 01:52:39, AirTemperature: 27.5C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 8.2mg/L 
2024-06-14 01:53:39, AirTemperature: 27.5C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 9.45mg/L 
2024-06-14 01:54:39, AirTemperature: 27.4C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 8.51mg/L 
2024-06-14 01:55:39, AirTemperature: 27.4C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 9.45mg/L 
2024-06-14 01:56:39, AirTemperature: 27.4C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 8.82mg/L 
2024-06-14 01:57:39, AirTemperature: 27.5C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 8.82mg/L 
2024-06-14 01:58:39, AirTemperature: 27.5C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 8.51mg/L 
2024-06-14 01:59:39, AirTemperature: 27.4C, AirHumidity: 42.2%, WaterTemperature: 20C, WaterDO: 8.82mg/L 
2024-06-14 02:00:39, AirTemperature: 27.5C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 9.76mg/L 
2024-06-14 02:01:39, AirTemperature: 27.4C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 9.45mg/L 
2024-06-14 02:02:39, AirTemperature: 27.4C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 8.82mg/L 
2024-06-14 02:03:39, AirTemperature: 27.4C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 8.51mg/L 
2024-06-14 02:04:39, AirTemperature: 27.4C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 9.76mg/L 
2024-06-14 02:05:39, AirTemperature: 27.4C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 8.82mg/L 
2024-06-14 02:06:39, AirTemperature: 27.4C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 9.45mg/L 
2024-06-14 02:07:39, AirTemperature: 27.4C, AirHumidity: 42.0%, WaterTemperature: 20C, WaterDO: 8.51mg/L 
2024-06-14 02:08:39, AirTemperature: 27.4C, AirHumidity: 42.0%, WaterTemperature: 20C, WaterDO: 8.82mg/L 
2024-06-14 02:09:39, AirTemperature: 27.4C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 8.82mg/L 
2024-06-14 02:10:39, AirTemperature: 27.4C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 9.14mg/L 
2024-06-14 02:11:39, AirTemperature: 27.4C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 8.51mg/L 
2024-06-14 02:12:39, AirTemperature: 27.4C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 8.51mg/L 
2024-06-14 02:13:39, AirTemperature: 27.4C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 9.45mg/L 
2024-06-14 02:14:39, AirTemperature: 27.4C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 8.2mg/L 
2024-06-14 02:15:39, AirTemperature: 27.4C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 9.45mg/L 
2024-06-14 02:16:39, AirTemperature: 27.4C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 8.2mg/L 
2024-06-14 02:17:39, AirTemperature: 27.4C, AirHumidity: 42.0%, WaterTemperature: 20C, WaterDO: 8.51mg/L 
2024-06-14 02:18:39, AirTemperature: 27.4C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 8.82mg/L 
2024-06-14 02:19:39, AirTemperature: 27.4C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 8.82mg/L 
2024-06-14 02:20:39, AirTemperature: 27.4C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 8.2mg/L 
2024-06-14 02:21:39, AirTemperature: 27.4C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 8.2mg/L 
2024-06-14 02:22:39, AirTemperature: 27.4C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 8.51mg/L 
2024-06-14 02:23:39, AirTemperature: 27.4C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 9.76mg/L 
2024-06-14 02:24:39, AirTemperature: 27.4C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 8.82mg/L 
2024-06-14 02:25:39, AirTemperature: 27.4C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 9.76mg/L 
2024-06-14 02:26:39, AirTemperature: 27.4C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 9.14mg/L 
2024-06-14 02:27:39, AirTemperature: 27.4C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 9.45mg/L 
2024-06-14 02:28:39, AirTemperature: 27.4C, AirHumidity: 42.0%, WaterTemperature: 20C, WaterDO: 8.82mg/L 
2024-06-14 02:29:39, AirTemperature: 27.4C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 9.76mg/L 
2024-06-14 02:30:39, AirTemperature: 27.4C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 8.51mg/L 
2024-06-14 02:31:39, AirTemperature: 27.4C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 8.2mg/L 
2024-06-14 02:32:39, AirTemperature: 27.4C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 8.82mg/L 
2024-06-14 02:33:39, AirTemperature: 27.4C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 8.2mg/L 
2024-06-14 02:34:39, AirTemperature: 27.4C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 9.45mg/L 
2024-06-14 02:35:39, AirTemperature: 27.4C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 9.45mg/L 
2024-06-14 02:36:39, AirTemperature: 27.4C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 8.82mg/L 
2024-06-14 02:37:39, AirTemperature: 27.4C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 9.45mg/L 
2024-06-14 02:38:39, AirTemperature: 27.4C, AirHumidity: 42.0%, WaterTemperature: 20C, WaterDO: 8.82mg/L 
2024-06-14 02:39:39, AirTemperature: 27.4C, AirHumidity: 42.0%, WaterTemperature: 20C, WaterDO: 8.82mg/L 
2024-06-14 02:40:39, AirTemperature: 27.4C, AirHumidity: 42.0%, WaterTemperature: 20C, WaterDO: 8.2mg/L 
2024-06-14 02:41:39, AirTemperature: 27.4C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 9.14mg/L 
2024-06-14 02:42:39, AirTemperature: 27.4C, AirHumidity: 42.0%, WaterTemperature: 20C, WaterDO: 8.51mg/L 
2024-06-14 02:43:39, AirTemperature: 27.4C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 8.51mg/L 
2024-06-14 02:44:39, AirTemperature: 27.4C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 8.82mg/L 
2024-06-14 02:45:39, AirTemperature: 27.4C, AirHumidity: 42.0%, WaterTemperature: 20C, WaterDO: 9.45mg/L 
2024-06-14 02:46:39, AirTemperature: 27.4C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 8.2mg/L 
2024-06-14 02:47:39, AirTemperature: 27.4C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 9.45mg/L 
2024-06-14 02:48:39, AirTemperature: 27.4C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 9.76mg/L 
2024-06-14 02:49:39, AirTemperature: 27.4C, AirHumidity: 42.0%, WaterTemperature: 20C, WaterDO: 8.51mg/L 
2024-06-14 02:50:39, AirTemperature: 27.4C, AirHumidity: 42.0%, WaterTemperature: 20C, WaterDO: 8.51mg/L 
2024-06-14 02:51:39, AirTemperature: 27.4C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 7.89mg/L 
2024-06-14 02:52:39, AirTemperature: 27.4C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 8.51mg/L 
2024-06-14 02:53:39, AirTemperature: 27.4C, AirHumidity: 42.0%, WaterTemperature: 20C, WaterDO: 8.2mg/L 
2024-06-14 02:54:39, AirTemperature: 27.4C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 8.51mg/L 
2024-06-14 02:55:39, AirTemperature: 27.4C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 8.82mg/L 
2024-06-14 02:56:39, AirTemperature: 27.4C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 8.2mg/L 
2024-06-14 02:57:39, AirTemperature: 27.4C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 8.51mg/L 
2024-06-14 02:58:39, AirTemperature: 27.4C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 9.76mg/L 
2024-06-14 02:59:39, AirTemperature: 27.4C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 9.76mg/L 
2024-06-14 03:00:39, AirTemperature: 27.4C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 8.51mg/L 
2024-06-14 03:01:39, AirTemperature: 27.4C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 8.82mg/L 
2024-06-14 03:02:39, AirTemperature: 27.4C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 9.45mg/L 
2024-06-14 03:03:39, AirTemperature: 27.4C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 7.89mg/L 
2024-06-14 03:04:39, AirTemperature: 27.4C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 8.51mg/L 
2024-06-14 03:05:39, AirTemperature: 27.4C, AirHumidity: 42.0%, WaterTemperature: 20C, WaterDO: 8.2mg/L 
2024-06-14 03:06:39, AirTemperature: 27.4C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 8.82mg/L 
2024-06-14 03:07:39, AirTemperature: 27.4C, AirHumidity: 42.0%, WaterTemperature: 20C, WaterDO: 8.51mg/L 
2024-06-14 03:08:39, AirTemperature: 27.4C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 8.51mg/L 
2024-06-14 03:09:39, AirTemperature: 27.4C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 7.89mg/L 
2024-06-14 03:10:39, AirTemperature: 27.4C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 8.2mg/L 
2024-06-14 03:11:39, AirTemperature: 27.4C, AirHumidity: 42.0%, WaterTemperature: 20C, WaterDO: 8.51mg/L 
2024-06-14 03:12:39, AirTemperature: 27.4C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 8.51mg/L 
2024-06-14 03:13:39, AirTemperature: 27.4C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 9.45mg/L 
2024-06-14 03:14:39, AirTemperature: 27.4C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 8.51mg/L 
2024-06-14 03:15:39, AirTemperature: 27.4C, AirHumidity: 42.0%, WaterTemperature: 20C, WaterDO: 8.51mg/L 
2024-06-14 03:16:39, AirTemperature: 27.4C, AirHumidity: 42.0%, WaterTemperature: 20C, WaterDO: 8.51mg/L 
2024-06-14 03:17:39, AirTemperature: 27.4C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 9.14mg/L 
2024-06-14 03:18:39, AirTemperature: 27.4C, AirHumidity: 42.0%, WaterTemperature: 20C, WaterDO: 8.2mg/L 
2024-06-14 03:19:39, AirTemperature: 27.4C, AirHumidity: 42.0%, WaterTemperature: 20C, WaterDO: 9.45mg/L 
2024-06-14 03:20:39, AirTemperature: 27.4C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 9.45mg/L 
2024-06-14 03:21:39, AirTemperature: 27.4C, AirHumidity: 42.0%, WaterTemperature: 20C, WaterDO: 9.76mg/L 
2024-06-14 03:22:39, AirTemperature: 27.4C, AirHumidity: 42.0%, WaterTemperature: 20C, WaterDO: 8.2mg/L 
2024-06-14 03:23:39, AirTemperature: 27.4C, AirHumidity: 42.0%, WaterTemperature: 20C, WaterDO: 8.51mg/L 
2024-06-14 03:24:39, AirTemperature: 27.4C, AirHumidity: 42.1%, WaterTemperature: 20C, WaterDO: 9.45mg/L 
2024-06-14 03:25:39, AirTemperature: 27.4C, AirHumidity: 42.0%, WaterTemperature: 20C, WaterDO: 8.82mg/L 
2024-06-14 03:26:39, AirTemperature: 27.4C, AirHumidity: 42.0%, WaterTemperature: 20C, WaterDO: 8.2mg/L 
