2024-06-11 00:00:51, AirTemperature: 32.4C, AirHumidity: 49.2%, WaterTemperature: 26C, WaterDO: 10.39mg/L 
2024-06-11 00:46:51, AirTemperature: 32.9C, AirHumidity: 49.2%, WaterTemperature: 26C, WaterDO: 10.39mg/L 
2024-06-11 00:47:51, AirTemperature: 32.9C, AirHumidity: 49.2%, WaterTemperature: 26C, WaterDO: 9.7mg/L 
2024-06-11 00:48:51, AirTemperature: 32.9C, AirHumidity: 49.2%, WaterTemperature: 26C, WaterDO: 8.95mg/L 
2024-06-11 00:49:51, AirTemperature: 32.9C, AirHumidity: 49.2%, WaterTemperature: 26C, WaterDO: 9.95mg/L 
2024-06-11 00:50:51, AirTemperature: 33.0C, AirHumidity: 49.2%, WaterTemperature: 26C, WaterDO: 10.39mg/L 
2024-06-11 00:51:51, AirTemperature: 33.0C, AirHumidity: 49.2%, WaterTemperature: 26C, WaterDO: 10.39mg/L 
2024-06-11 00:52:51, AirTemperature: 33.0C, AirHumidity: 49.2%, WaterTemperature: 27C, WaterDO: 9.11mg/L 
2024-06-11 00:53:51, AirTemperature: 33.0C, AirHumidity: 49.2%, WaterTemperature: 26C, WaterDO: 10.64mg/L 
2024-06-11 00:54:51, AirTemperature: 33.0C, AirHumidity: 49.2%, WaterTemperature: 26C, WaterDO: 10.39mg/L 
2024-06-11 00:55:51, AirTemperature: 33.0C, AirHumidity: 49.2%, WaterTemperature: 27C, WaterDO: 10.5mg/L 
2024-06-11 00:56:51, AirTemperature: 33.0C, AirHumidity: 49.1%, WaterTemperature: 27C, WaterDO: 9.35mg/L 
2024-06-11 00:57:51, AirTemperature: 33.0C, AirHumidity: 49.2%, WaterTemperature: 27C, WaterDO: 10.74mg/L 
2024-06-11 00:58:51, AirTemperature: 33.0C, AirHumidity: 49.2%, WaterTemperature: 27C, WaterDO: 12.85mg/L 
2024-06-11 00:59:51, AirTemperature: 33.0C, AirHumidity: 49.2%, WaterTemperature: 27C, WaterDO: 9.11mg/L 
2024-06-11 01:00:51, AirTemperature: 33.0C, AirHumidity: 49.2%, WaterTemperature: 27C, WaterDO: 9.35mg/L 
2024-06-11 01:01:51, AirTemperature: 33.0C, AirHumidity: 49.2%, WaterTemperature: 27C, WaterDO: 9.59mg/L 
2024-06-11 01:02:51, AirTemperature: 33.0C, AirHumidity: 49.2%, WaterTemperature: 27C, WaterDO: 9.83mg/L 
2024-06-11 01:03:51, AirTemperature: 33.1C, AirHumidity: 49.2%, WaterTemperature: 27C, WaterDO: 10.02mg/L 
2024-06-11 01:04:51, AirTemperature: 33.1C, AirHumidity: 49.2%, WaterTemperature: 27C, WaterDO: 8.87mg/L 
2024-06-11 01:05:51, AirTemperature: 33.1C, AirHumidity: 49.2%, WaterTemperature: 27C, WaterDO: 12.13mg/L 
2024-06-11 01:06:51, AirTemperature: 33.1C, AirHumidity: 49.2%, WaterTemperature: 27C, WaterDO: 9.83mg/L 
2024-06-11 01:07:51, AirTemperature: 33.1C, AirHumidity: 49.3%, WaterTemperature: 27C, WaterDO: 10.26mg/L 
2024-06-11 01:08:51, AirTemperature: 33.1C, AirHumidity: 49.2%, WaterTemperature: 27C, WaterDO: 10.26mg/L 
2024-06-11 01:09:51, AirTemperature: 33.1C, AirHumidity: 49.2%, WaterTemperature: 27C, WaterDO: 10.02mg/L 
2024-06-11 01:10:51, AirTemperature: 33.1C, AirHumidity: 49.1%, WaterTemperature: 27C, WaterDO: 9.83mg/L 
2024-06-11 01:11:51, AirTemperature: 33.1C, AirHumidity: 49.2%, WaterTemperature: 27C, WaterDO: 10.26mg/L 
2024-06-11 01:12:51, AirTemperature: 33.1C, AirHumidity: 49.2%, WaterTemperature: 27C, WaterDO: 8.15mg/L 
2024-06-11 01:13:51, AirTemperature: 33.1C, AirHumidity: 49.2%, WaterTemperature: 27C, WaterDO: 9.59mg/L 
2024-06-11 01:14:51, AirTemperature: 33.1C, AirHumidity: 49.2%, WaterTemperature: 27C, WaterDO: 9.83mg/L 
2024-06-11 01:15:51, AirTemperature: 33.1C, AirHumidity: 49.2%, WaterTemperature: 27C, WaterDO: 9.83mg/L 
2024-06-11 01:16:51, AirTemperature: 33.1C, AirHumidity: 49.2%, WaterTemperature: 27C, WaterDO: 8.15mg/L 
2024-06-11 01:17:51, AirTemperature: 33.2C, AirHumidity: 49.2%, WaterTemperature: 27C, WaterDO: 10.5mg/L 
2024-06-11 01:18:51, AirTemperature: 33.2C, AirHumidity: 49.2%, WaterTemperature: 27C, WaterDO: 10.5mg/L 
2024-06-11 01:19:51, AirTemperature: 33.2C, AirHumidity: 49.2%, WaterTemperature: 27C, WaterDO: 8.63mg/L 
2024-06-11 01:20:51, AirTemperature: 33.2C, AirHumidity: 49.3%, WaterTemperature: 27C, WaterDO: 10.5mg/L 
2024-06-11 01:21:51, AirTemperature: 33.2C, AirHumidity: 49.2%, WaterTemperature: 27C, WaterDO: 10.74mg/L 
2024-06-11 01:22:51, AirTemperature: 33.2C, AirHumidity: 49.2%, WaterTemperature: 27C, WaterDO: 8.63mg/L 
2024-06-11 01:23:51, AirTemperature: 33.2C, AirHumidity: 49.2%, WaterTemperature: 27C, WaterDO: 9.59mg/L 
2024-06-11 01:24:51, AirTemperature: 33.2C, AirHumidity: 49.3%, WaterTemperature: 27C, WaterDO: 9.83mg/L 
2024-06-11 01:25:51, AirTemperature: 33.2C, AirHumidity: 49.3%, WaterTemperature: 27C, WaterDO: 9.35mg/L 
2024-06-11 01:26:51, AirTemperature: 33.2C, AirHumidity: 49.2%, WaterTemperature: 27C, WaterDO: 9.83mg/L 
2024-06-11 01:27:51, AirTemperature: 33.2C, AirHumidity: 49.3%, WaterTemperature: 27C, WaterDO: 10.02mg/L 
2024-06-11 01:28:51, AirTemperature: 33.2C, AirHumidity: 49.2%, WaterTemperature: 27C, WaterDO: 12.13mg/L 
2024-06-11 01:29:51, AirTemperature: 33.2C, AirHumidity: 49.3%, WaterTemperature: 27C, WaterDO: 9.83mg/L 
2024-06-11 01:30:51, AirTemperature: 33.2C, AirHumidity: 49.2%, WaterTemperature: 27C, WaterDO: 10.74mg/L 
2024-06-11 01:31:51, AirTemperature: 33.2C, AirHumidity: 49.2%, WaterTemperature: 27C, WaterDO: 10.02mg/L 
2024-06-11 01:32:51, AirTemperature: 33.3C, AirHumidity: 49.3%, WaterTemperature: 27C, WaterDO: 10.26mg/L 
2024-06-11 01:33:51, AirTemperature: 33.3C, AirHumidity: 49.3%, WaterTemperature: 27C, WaterDO: 8.15mg/L 
2024-06-11 01:34:51, AirTemperature: 33.3C, AirHumidity: 49.2%, WaterTemperature: 27C, WaterDO: 11.94mg/L 
2024-06-11 01:35:51, AirTemperature: 33.3C, AirHumidity: 49.3%, WaterTemperature: 27C, WaterDO: 10.5mg/L 
2024-06-11 01:36:51, AirTemperature: 33.3C, AirHumidity: 49.3%, WaterTemperature: 27C, WaterDO: 10.98mg/L 
2024-06-11 01:37:51, AirTemperature: 33.3C, AirHumidity: 49.3%, WaterTemperature: 27C, WaterDO: 10.02mg/L 
2024-06-11 01:38:51, AirTemperature: 33.3C, AirHumidity: 49.3%, WaterTemperature: 27C, WaterDO: 9.83mg/L 
2024-06-11 01:39:51, AirTemperature: 33.3C, AirHumidity: 49.3%, WaterTemperature: 27C, WaterDO: 11.46mg/L 
2024-06-11 01:40:51, AirTemperature: 33.3C, AirHumidity: 49.2%, WaterTemperature: 27C, WaterDO: 9.83mg/L 
2024-06-11 01:41:51, AirTemperature: 33.3C, AirHumidity: 49.3%, WaterTemperature: 27C, WaterDO: 11.7mg/L 
2024-06-11 01:42:51, AirTemperature: 33.3C, AirHumidity: 49.3%, WaterTemperature: 27C, WaterDO: 10.26mg/L 
2024-06-11 01:43:51, AirTemperature: 33.3C, AirHumidity: 49.2%, WaterTemperature: 27C, WaterDO: 10.26mg/L 
2024-06-11 01:44:51, AirTemperature: 33.3C, AirHumidity: 49.3%, WaterTemperature: 27C, WaterDO: 11.46mg/L 
2024-06-11 01:45:51, AirTemperature: 33.3C, AirHumidity: 49.3%, WaterTemperature: 27C, WaterDO: 10.5mg/L 
2024-06-11 01:46:51, AirTemperature: 33.4C, AirHumidity: 49.3%, WaterTemperature: 27C, WaterDO: 9.83mg/L 
2024-06-11 01:47:51, AirTemperature: 33.4C, AirHumidity: 49.3%, WaterTemperature: 27C, WaterDO: 9.59mg/L 
2024-06-11 01:48:51, AirTemperature: 33.4C, AirHumidity: 49.3%, WaterTemperature: 27C, WaterDO: 10.26mg/L 
2024-06-11 01:49:51, AirTemperature: 33.4C, AirHumidity: 49.3%, WaterTemperature: 27C, WaterDO: 9.59mg/L 
2024-06-11 01:50:51, AirTemperature: 33.4C, AirHumidity: 49.3%, WaterTemperature: 27C, WaterDO: 9.11mg/L 
2024-06-11 01:51:51, AirTemperature: 33.4C, AirHumidity: 49.3%, WaterTemperature: 27C, WaterDO: 10.5mg/L 
2024-06-11 01:52:51, AirTemperature: 33.4C, AirHumidity: 49.3%, WaterTemperature: 27C, WaterDO: 9.59mg/L 
2024-06-11 01:53:51, AirTemperature: 33.4C, AirHumidity: 49.3%, WaterTemperature: 27C, WaterDO: 9.83mg/L 
2024-06-11 01:54:51, AirTemperature: 33.4C, AirHumidity: 49.3%, WaterTemperature: 27C, WaterDO: 9.83mg/L 
2024-06-11 01:55:51, AirTemperature: 33.4C, AirHumidity: 49.3%, WaterTemperature: 27C, WaterDO: 10.74mg/L 
2024-06-11 01:56:51, AirTemperature: 33.4C, AirHumidity: 49.3%, WaterTemperature: 27C, WaterDO: 10.02mg/L 
2024-06-11 01:57:51, AirTemperature: 33.4C, AirHumidity: 49.3%, WaterTemperature: 27C, WaterDO: 10.26mg/L 
2024-06-11 01:58:51, AirTemperature: 33.4C, AirHumidity: 49.3%, WaterTemperature: 27C, WaterDO: 8.63mg/L 
2024-06-11 01:59:51, AirTemperature: 33.4C, AirHumidity: 49.3%, WaterTemperature: 27C, WaterDO: 11.46mg/L 
2024-06-11 02:00:51, AirTemperature: 33.4C, AirHumidity: 49.3%, WaterTemperature: 27C, WaterDO: 9.59mg/L 
2024-06-11 02:01:51, AirTemperature: 33.4C, AirHumidity: 49.3%, WaterTemperature: 27C, WaterDO: 9.83mg/L 
2024-06-11 02:02:51, AirTemperature: 33.4C, AirHumidity: 49.3%, WaterTemperature: 27C, WaterDO: 9.83mg/L 
2024-06-11 02:03:51, AirTemperature: 33.5C, AirHumidity: 49.3%, WaterTemperature: 27C, WaterDO: 9.83mg/L 
2024-06-11 02:04:51, AirTemperature: 33.4C, AirHumidity: 49.3%, WaterTemperature: 27C, WaterDO: 10.02mg/L 
2024-06-11 02:05:51, AirTemperature: 33.4C, AirHumidity: 49.3%, WaterTemperature: 27C, WaterDO: 8.39mg/L 
2024-06-11 02:06:51, AirTemperature: 33.4C, AirHumidity: 49.3%, WaterTemperature: 27C, WaterDO: 8.87mg/L 
2024-06-11 02:07:51, AirTemperature: 33.4C, AirHumidity: 49.3%, WaterTemperature: 27C, WaterDO: 9.59mg/L 
2024-06-11 02:08:51, AirTemperature: 33.4C, AirHumidity: 49.3%, WaterTemperature: 27C, WaterDO: 10.26mg/L 
2024-06-11 02:09:51, AirTemperature: 33.5C, AirHumidity: 49.3%, WaterTemperature: 27C, WaterDO: 11.22mg/L 
2024-06-11 02:10:51, AirTemperature: 33.5C, AirHumidity: 49.3%, WaterTemperature: 27C, WaterDO: 10.98mg/L 
2024-06-11 02:11:51, AirTemperature: 33.5C, AirHumidity: 49.4%, WaterTemperature: 27C, WaterDO: 8.15mg/L 
2024-06-11 02:12:51, AirTemperature: 33.5C, AirHumidity: 49.3%, WaterTemperature: 27C, WaterDO: 9.59mg/L 
2024-06-11 02:13:51, AirTemperature: 33.5C, AirHumidity: 49.3%, WaterTemperature: 27C, WaterDO: 8.39mg/L 
2024-06-11 02:14:51, AirTemperature: 33.5C, AirHumidity: 49.3%, WaterTemperature: 27C, WaterDO: 9.59mg/L 
2024-06-11 02:15:51, AirTemperature: 33.5C, AirHumidity: 49.4%, WaterTemperature: 27C, WaterDO: 9.35mg/L 
2024-06-11 02:16:51, AirTemperature: 33.5C, AirHumidity: 49.3%, WaterTemperature: 27C, WaterDO: 10.5mg/L 
2024-06-11 02:17:51, AirTemperature: 33.5C, AirHumidity: 49.3%, WaterTemperature: 27C, WaterDO: 10.26mg/L 
2024-06-11 02:18:51, AirTemperature: 33.5C, AirHumidity: 49.4%, WaterTemperature: 27C, WaterDO: 11.22mg/L 
2024-06-11 02:19:51, AirTemperature: 33.5C, AirHumidity: 49.3%, WaterTemperature: 27C, WaterDO: 8.87mg/L 
2024-06-11 02:20:51, AirTemperature: 33.5C, AirHumidity: 49.3%, WaterTemperature: 27C, WaterDO: 9.83mg/L 
2024-06-11 02:21:51, AirTemperature: 33.5C, AirHumidity: 49.4%, WaterTemperature: 27C, WaterDO: 9.35mg/L 
2024-06-11 02:22:51, AirTemperature: 33.5C, AirHumidity: 49.3%, WaterTemperature: 27C, WaterDO: 8.87mg/L 
2024-06-11 02:23:51, AirTemperature: 33.5C, AirHumidity: 49.4%, WaterTemperature: 27C, WaterDO: 10.02mg/L 
2024-06-11 02:24:51, AirTemperature: 33.5C, AirHumidity: 49.3%, WaterTemperature: 27C, WaterDO: 10.74mg/L 
2024-06-11 02:25:51, AirTemperature: 33.5C, AirHumidity: 49.4%, WaterTemperature: 27C, WaterDO: 9.59mg/L 
2024-06-11 02:26:51, AirTemperature: 33.5C, AirHumidity: 49.4%, WaterTemperature: 27C, WaterDO: 10.02mg/L 
2024-06-11 02:27:51, AirTemperature: 33.5C, AirHumidity: 49.4%, WaterTemperature: 27C, WaterDO: 9.59mg/L 
2024-06-11 02:28:51, AirTemperature: 33.5C, AirHumidity: 49.4%, WaterTemperature: 27C, WaterDO: 10.26mg/L 
2024-06-11 02:29:51, AirTemperature: 33.5C, AirHumidity: 49.4%, WaterTemperature: 27C, WaterDO: 10.74mg/L 
2024-06-11 02:30:51, AirTemperature: 33.5C, AirHumidity: 49.4%, WaterTemperature: 27C, WaterDO: 10.02mg/L 
2024-06-11 02:31:51, AirTemperature: 33.6C, AirHumidity: 49.4%, WaterTemperature: 27C, WaterDO: 9.35mg/L 
2024-06-11 02:32:51, AirTemperature: 33.6C, AirHumidity: 49.4%, WaterTemperature: 27C, WaterDO: 10.02mg/L 
2024-06-11 02:33:51, AirTemperature: 33.6C, AirHumidity: 49.4%, WaterTemperature: 27C, WaterDO: 9.59mg/L 
2024-06-11 02:34:51, AirTemperature: 33.6C, AirHumidity: 49.4%, WaterTemperature: 27C, WaterDO: 10.74mg/L 
2024-06-11 02:35:51, AirTemperature: 33.6C, AirHumidity: 49.4%, WaterTemperature: 27C, WaterDO: 9.59mg/L 
2024-06-11 02:36:51, AirTemperature: 33.6C, AirHumidity: 49.4%, WaterTemperature: 27C, WaterDO: 8.63mg/L 
2024-06-11 02:37:51, AirTemperature: 33.6C, AirHumidity: 49.4%, WaterTemperature: 27C, WaterDO: 12.13mg/L 
2024-06-11 02:38:51, AirTemperature: 33.6C, AirHumidity: 49.4%, WaterTemperature: 27C, WaterDO: 10.26mg/L 
2024-06-11 02:39:51, AirTemperature: 33.6C, AirHumidity: 49.4%, WaterTemperature: 27C, WaterDO: 9.59mg/L 
2024-06-11 02:40:51, AirTemperature: 33.6C, AirHumidity: 49.4%, WaterTemperature: 27C, WaterDO: 10.74mg/L 
2024-06-11 02:41:51, AirTemperature: 33.6C, AirHumidity: 49.4%, WaterTemperature: 27C, WaterDO: 8.87mg/L 
2024-06-11 02:42:51, AirTemperature: 33.6C, AirHumidity: 49.4%, WaterTemperature: 27C, WaterDO: 12.37mg/L 
2024-06-11 02:43:51, AirTemperature: 33.6C, AirHumidity: 49.4%, WaterTemperature: 27C, WaterDO: 9.83mg/L 
2024-06-11 02:44:51, AirTemperature: 33.6C, AirHumidity: 49.4%, WaterTemperature: 28C, WaterDO: 10.13mg/L 
2024-06-11 02:45:51, AirTemperature: 33.6C, AirHumidity: 49.4%, WaterTemperature: 28C, WaterDO: 9.48mg/L 
2024-06-11 02:46:51, AirTemperature: 33.6C, AirHumidity: 49.4%, WaterTemperature: 27C, WaterDO: 8.15mg/L 
2024-06-11 02:47:51, AirTemperature: 33.6C, AirHumidity: 49.4%, WaterTemperature: 27C, WaterDO: 9.59mg/L 
2024-06-11 02:48:51, AirTemperature: 33.6C, AirHumidity: 49.4%, WaterTemperature: 28C, WaterDO: 9.02mg/L 
2024-06-11 02:49:51, AirTemperature: 33.6C, AirHumidity: 49.5%, WaterTemperature: 28C, WaterDO: 8.56mg/L 
2024-06-11 02:50:51, AirTemperature: 33.6C, AirHumidity: 49.5%, WaterTemperature: 28C, WaterDO: 9.48mg/L 
2024-06-11 02:51:51, AirTemperature: 33.7C, AirHumidity: 49.5%, WaterTemperature: 28C, WaterDO: 11.05mg/L 
2024-06-11 02:52:51, AirTemperature: 33.6C, AirHumidity: 49.5%, WaterTemperature: 28C, WaterDO: 10.36mg/L 
2024-06-11 02:53:51, AirTemperature: 33.6C, AirHumidity: 49.5%, WaterTemperature: 28C, WaterDO: 9.48mg/L 
2024-06-11 02:54:51, AirTemperature: 33.6C, AirHumidity: 49.4%, WaterTemperature: 28C, WaterDO: 10.82mg/L 
2024-06-11 02:55:51, AirTemperature: 33.6C, AirHumidity: 49.5%, WaterTemperature: 28C, WaterDO: 9.9mg/L 
2024-06-11 02:56:51, AirTemperature: 33.7C, AirHumidity: 49.5%, WaterTemperature: 28C, WaterDO: 7.86mg/L 
2024-06-11 02:57:51, AirTemperature: 33.7C, AirHumidity: 49.5%, WaterTemperature: 28C, WaterDO: 9.67mg/L 
2024-06-11 02:58:51, AirTemperature: 33.7C, AirHumidity: 49.5%, WaterTemperature: 28C, WaterDO: 9.25mg/L 
2024-06-11 02:59:51, AirTemperature: 33.7C, AirHumidity: 49.5%, WaterTemperature: 28C, WaterDO: 9.25mg/L 
2024-06-11 03:00:51, AirTemperature: 33.7C, AirHumidity: 49.5%, WaterTemperature: 28C, WaterDO: 11.29mg/L 
2024-06-11 03:01:51, AirTemperature: 33.7C, AirHumidity: 49.4%, WaterTemperature: 28C, WaterDO: 9.48mg/L 
2024-06-11 03:02:51, AirTemperature: 33.7C, AirHumidity: 49.5%, WaterTemperature: 28C, WaterDO: 9.67mg/L 
2024-06-11 03:03:51, AirTemperature: 33.7C, AirHumidity: 49.5%, WaterTemperature: 28C, WaterDO: 11.05mg/L 
2024-06-11 03:04:51, AirTemperature: 33.7C, AirHumidity: 49.5%, WaterTemperature: 28C, WaterDO: 11.52mg/L 
2024-06-11 03:05:51, AirTemperature: 33.7C, AirHumidity: 49.5%, WaterTemperature: 28C, WaterDO: 9.25mg/L 
2024-06-11 03:06:51, AirTemperature: 33.7C, AirHumidity: 49.5%, WaterTemperature: 28C, WaterDO: 9.67mg/L 
2024-06-11 03:07:51, AirTemperature: 33.7C, AirHumidity: 49.5%, WaterTemperature: 28C, WaterDO: 9.48mg/L 
2024-06-11 03:08:51, AirTemperature: 33.7C, AirHumidity: 49.5%, WaterTemperature: 28C, WaterDO: 8.32mg/L 
2024-06-11 03:09:51, AirTemperature: 33.7C, AirHumidity: 49.5%, WaterTemperature: 28C, WaterDO: 9.48mg/L 
2024-06-11 03:10:51, AirTemperature: 33.7C, AirHumidity: 49.5%, WaterTemperature: 28C, WaterDO: 9.9mg/L 
2024-06-11 03:11:51, AirTemperature: 33.7C, AirHumidity: 49.5%, WaterTemperature: 28C, WaterDO: 8.79mg/L 
2024-06-11 03:12:51, AirTemperature: 33.7C, AirHumidity: 49.5%, WaterTemperature: 28C, WaterDO: 9.48mg/L 
2024-06-11 03:13:51, AirTemperature: 33.7C, AirHumidity: 49.5%, WaterTemperature: 28C, WaterDO: 10.13mg/L 
2024-06-11 03:14:51, AirTemperature: 33.7C, AirHumidity: 49.5%, WaterTemperature: 28C, WaterDO: 9.25mg/L 
2024-06-11 03:15:51, AirTemperature: 33.7C, AirHumidity: 49.5%, WaterTemperature: 28C, WaterDO: 9.67mg/L 
2024-06-11 03:16:51, AirTemperature: 33.7C, AirHumidity: 49.5%, WaterTemperature: 28C, WaterDO: 9.67mg/L 
2024-06-11 03:17:51, AirTemperature: 33.7C, AirHumidity: 49.5%, WaterTemperature: 28C, WaterDO: 9.67mg/L 
2024-06-11 03:18:51, AirTemperature: 33.7C, AirHumidity: 49.5%, WaterTemperature: 28C, WaterDO: 8.09mg/L 
2024-06-11 03:19:51, AirTemperature: 33.7C, AirHumidity: 49.5%, WaterTemperature: 28C, WaterDO: 10.82mg/L 
2024-06-11 03:20:51, AirTemperature: 33.7C, AirHumidity: 49.5%, WaterTemperature: 28C, WaterDO: 8.56mg/L 
2024-06-11 03:21:51, AirTemperature: 33.7C, AirHumidity: 49.5%, WaterTemperature: 28C, WaterDO: 9.25mg/L 
2024-06-11 03:22:51, AirTemperature: 33.7C, AirHumidity: 49.5%, WaterTemperature: 28C, WaterDO: 11.93mg/L 
2024-06-11 03:23:51, AirTemperature: 33.7C, AirHumidity: 49.5%, WaterTemperature: 28C, WaterDO: 9.48mg/L 
2024-06-11 03:24:51, AirTemperature: 33.7C, AirHumidity: 49.5%, WaterTemperature: 28C, WaterDO: 9.25mg/L 
2024-06-11 03:25:51, AirTemperature: 33.8C, AirHumidity: 49.6%, WaterTemperature: 28C, WaterDO: 9.25mg/L 
2024-06-11 03:26:51, AirTemperature: 33.8C, AirHumidity: 49.6%, WaterTemperature: 28C, WaterDO: 9.48mg/L 
