2024-06-13 00:01:20, AirTemperature: 29.7C, AirHumidity: 44.2%, WaterTemperature: 0.0C, WaterDO: 0.0mg/L 
2024-06-13 01:44:16, AirTemperature: 28.9C, AirHumidity: 44.3%, WaterTemperature: 22C, WaterDO: 7.86mg/L 
2024-06-13 01:45:16, AirTemperature: 28.9C, AirHumidity: 44.3%, WaterTemperature: 22C, WaterDO: 8.44mg/L 
2024-06-13 01:46:16, AirTemperature: 29.0C, AirHumidity: 44.4%, WaterTemperature: 22C, WaterDO: 8.15mg/L 
2024-06-13 01:47:16, AirTemperature: 29.0C, AirHumidity: 44.4%, WaterTemperature: 22C, WaterDO: 9.3mg/L 
2024-06-13 01:48:16, AirTemperature: 29.0C, AirHumidity: 44.4%, WaterTemperature: 22C, WaterDO: 8.15mg/L 
2024-06-13 01:49:16, AirTemperature: 29.0C, AirHumidity: 44.4%, WaterTemperature: 22C, WaterDO: 7.57mg/L 
2024-06-13 01:50:16, AirTemperature: 29.0C, AirHumidity: 44.4%, WaterTemperature: 22C, WaterDO: 8.44mg/L 
2024-06-13 01:51:16, AirTemperature: 29.0C, AirHumidity: 44.4%, WaterTemperature: 22C, WaterDO: 7.57mg/L 
2024-06-13 01:52:16, AirTemperature: 29.0C, AirHumidity: 44.4%, WaterTemperature: 22C, WaterDO: 7.86mg/L 
2024-06-13 01:53:16, AirTemperature: 29.0C, AirHumidity: 44.4%, WaterTemperature: 22C, WaterDO: 9.01mg/L 
2024-06-13 01:54:16, AirTemperature: 29.0C, AirHumidity: 44.4%, WaterTemperature: 22C, WaterDO: 7.86mg/L 
2024-06-13 01:55:16, AirTemperature: 29.0C, AirHumidity: 44.4%, WaterTemperature: 22C, WaterDO: 8.73mg/L 
2024-06-13 01:56:16, AirTemperature: 29.1C, AirHumidity: 44.4%, WaterTemperature: 22C, WaterDO: 9.01mg/L 
2024-06-13 01:57:16, AirTemperature: 29.1C, AirHumidity: 44.4%, WaterTemperature: 22C, WaterDO: 8.15mg/L 
2024-06-13 01:58:16, AirTemperature: 29.1C, AirHumidity: 44.4%, WaterTemperature: 22C, WaterDO: 7.28mg/L 
2024-06-13 01:59:16, AirTemperature: 29.1C, AirHumidity: 44.4%, WaterTemperature: 22C, WaterDO: 7.57mg/L 
2024-06-13 02:00:16, AirTemperature: 29.1C, AirHumidity: 44.3%, WaterTemperature: 22C, WaterDO: 8.73mg/L 
2024-06-13 02:01:16, AirTemperature: 29.1C, AirHumidity: 44.3%, WaterTemperature: 22C, WaterDO: 7.86mg/L 
2024-06-13 02:02:16, AirTemperature: 29.1C, AirHumidity: 44.3%, WaterTemperature: 22C, WaterDO: 9.01mg/L 
2024-06-13 02:03:16, AirTemperature: 29.1C, AirHumidity: 44.3%, WaterTemperature: 22C, WaterDO: 7.86mg/L 
2024-06-13 02:04:16, AirTemperature: 29.1C, AirHumidity: 44.3%, WaterTemperature: 22C, WaterDO: 7.86mg/L 
2024-06-13 02:05:16, AirTemperature: 29.0C, AirHumidity: 44.2%, WaterTemperature: 22C, WaterDO: 7.86mg/L 
2024-06-13 02:06:16, AirTemperature: 29.1C, AirHumidity: 44.3%, WaterTemperature: 22C, WaterDO: 8.73mg/L 
2024-06-13 02:07:16, AirTemperature: 29.1C, AirHumidity: 44.2%, WaterTemperature: 22C, WaterDO: 7.86mg/L 
2024-06-13 02:08:16, AirTemperature: 29.0C, AirHumidity: 44.2%, WaterTemperature: 22C, WaterDO: 8.73mg/L 
2024-06-13 02:09:16, AirTemperature: 29.0C, AirHumidity: 44.2%, WaterTemperature: 22C, WaterDO: 7.86mg/L 
2024-06-13 02:10:16, AirTemperature: 29.0C, AirHumidity: 44.2%, WaterTemperature: 22C, WaterDO: 8.15mg/L 
2024-06-13 02:11:16, AirTemperature: 29.0C, AirHumidity: 44.1%, WaterTemperature: 22C, WaterDO: 7.86mg/L 
2024-06-13 02:12:16, AirTemperature: 29.0C, AirHumidity: 44.1%, WaterTemperature: 22C, WaterDO: 7.57mg/L 
2024-06-13 02:13:16, AirTemperature: 29.0C, AirHumidity: 44.1%, WaterTemperature: 22C, WaterDO: 8.15mg/L 
2024-06-13 02:14:16, AirTemperature: 28.9C, AirHumidity: 44.1%, WaterTemperature: 22C, WaterDO: 7.57mg/L 
2024-06-13 02:15:16, AirTemperature: 28.9C, AirHumidity: 44.1%, WaterTemperature: 22C, WaterDO: 8.15mg/L 
2024-06-13 02:16:16, AirTemperature: 28.9C, AirHumidity: 44.1%, WaterTemperature: 22C, WaterDO: 8.15mg/L 
2024-06-13 02:17:16, AirTemperature: 28.9C, AirHumidity: 44.1%, WaterTemperature: 22C, WaterDO: 7.86mg/L 
2024-06-13 02:18:16, AirTemperature: 28.9C, AirHumidity: 44.0%, WaterTemperature: 22C, WaterDO: 9.01mg/L 
2024-06-13 02:19:16, AirTemperature: 28.8C, AirHumidity: 44.1%, WaterTemperature: 22C, WaterDO: 7.57mg/L 
2024-06-13 02:20:16, AirTemperature: 28.9C, AirHumidity: 44.0%, WaterTemperature: 22C, WaterDO: 7.86mg/L 
2024-06-13 02:21:16, AirTemperature: 28.8C, AirHumidity: 44.0%, WaterTemperature: 22C, WaterDO: 7.86mg/L 
2024-06-13 02:22:16, AirTemperature: 28.8C, AirHumidity: 44.0%, WaterTemperature: 22C, WaterDO: 7.86mg/L 
2024-06-13 02:23:16, AirTemperature: 28.8C, AirHumidity: 44.0%, WaterTemperature: 22C, WaterDO: 7.86mg/L 
2024-06-13 02:24:16, AirTemperature: 28.8C, AirHumidity: 44.0%, WaterTemperature: 22C, WaterDO: 7.86mg/L 
2024-06-13 02:25:16, AirTemperature: 28.8C, AirHumidity: 44.0%, WaterTemperature: 22C, WaterDO: 8.15mg/L 
2024-06-13 02:26:16, AirTemperature: 28.8C, AirHumidity: 43.9%, WaterTemperature: 22C, WaterDO: 8.15mg/L 
2024-06-13 02:27:16, AirTemperature: 28.7C, AirHumidity: 44.0%, WaterTemperature: 21C, WaterDO: 8.47mg/L 
2024-06-13 02:28:16, AirTemperature: 28.7C, AirHumidity: 44.0%, WaterTemperature: 21C, WaterDO: 9.08mg/L 
2024-06-13 02:29:16, AirTemperature: 28.7C, AirHumidity: 44.0%, WaterTemperature: 21C, WaterDO: 9.38mg/L 
2024-06-13 02:30:16, AirTemperature: 28.7C, AirHumidity: 44.0%, WaterTemperature: 22C, WaterDO: 7.57mg/L 
2024-06-13 02:31:16, AirTemperature: 28.7C, AirHumidity: 44.0%, WaterTemperature: 21C, WaterDO: 8.17mg/L 
2024-06-13 02:32:16, AirTemperature: 28.7C, AirHumidity: 43.9%, WaterTemperature: 21C, WaterDO: 8.47mg/L 
2024-06-13 02:33:16, AirTemperature: 28.6C, AirHumidity: 44.0%, WaterTemperature: 21C, WaterDO: 9.08mg/L 
2024-06-13 02:34:16, AirTemperature: 28.6C, AirHumidity: 44.0%, WaterTemperature: 21C, WaterDO: 8.17mg/L 
2024-06-13 02:35:16, AirTemperature: 28.6C, AirHumidity: 44.0%, WaterTemperature: 21C, WaterDO: 8.77mg/L 
2024-06-13 02:36:16, AirTemperature: 28.6C, AirHumidity: 43.9%, WaterTemperature: 21C, WaterDO: 8.47mg/L 
2024-06-13 02:37:16, AirTemperature: 28.6C, AirHumidity: 44.0%, WaterTemperature: 21C, WaterDO: 8.77mg/L 
2024-06-13 02:38:16, AirTemperature: 28.6C, AirHumidity: 44.0%, WaterTemperature: 21C, WaterDO: 9.08mg/L 
2024-06-13 02:39:16, AirTemperature: 28.5C, AirHumidity: 43.9%, WaterTemperature: 21C, WaterDO: 7.57mg/L 
2024-06-13 02:40:16, AirTemperature: 28.5C, AirHumidity: 43.9%, WaterTemperature: 21C, WaterDO: 8.77mg/L 
2024-06-13 02:41:16, AirTemperature: 28.5C, AirHumidity: 44.0%, WaterTemperature: 21C, WaterDO: 7.87mg/L 
2024-06-13 02:42:16, AirTemperature: 28.5C, AirHumidity: 44.0%, WaterTemperature: 21C, WaterDO: 8.77mg/L 
2024-06-13 02:43:16, AirTemperature: 28.5C, AirHumidity: 43.9%, WaterTemperature: 21C, WaterDO: 7.87mg/L 
2024-06-13 02:44:16, AirTemperature: 28.5C, AirHumidity: 43.9%, WaterTemperature: 21C, WaterDO: 9.08mg/L 
2024-06-13 02:45:16, AirTemperature: 28.4C, AirHumidity: 44.0%, WaterTemperature: 21C, WaterDO: 9.08mg/L 
2024-06-13 02:46:16, AirTemperature: 28.4C, AirHumidity: 44.0%, WaterTemperature: 21C, WaterDO: 7.57mg/L 
2024-06-13 02:47:16, AirTemperature: 28.4C, AirHumidity: 43.9%, WaterTemperature: 21C, WaterDO: 8.77mg/L 
2024-06-13 02:48:16, AirTemperature: 28.4C, AirHumidity: 44.0%, WaterTemperature: 21C, WaterDO: 8.17mg/L 
2024-06-13 02:49:16, AirTemperature: 28.4C, AirHumidity: 43.9%, WaterTemperature: 21C, WaterDO: 8.17mg/L 
2024-06-13 02:50:16, AirTemperature: 28.4C, AirHumidity: 44.0%, WaterTemperature: 21C, WaterDO: 8.17mg/L 
2024-06-13 02:51:16, AirTemperature: 28.4C, AirHumidity: 43.9%, WaterTemperature: 21C, WaterDO: 7.87mg/L 
2024-06-13 02:52:16, AirTemperature: 28.4C, AirHumidity: 43.9%, WaterTemperature: 21C, WaterDO: 9.08mg/L 
2024-06-13 02:53:16, AirTemperature: 28.4C, AirHumidity: 43.9%, WaterTemperature: 21C, WaterDO: 9.08mg/L 
2024-06-13 02:54:16, AirTemperature: 28.3C, AirHumidity: 43.9%, WaterTemperature: 21C, WaterDO: 8.77mg/L 
2024-06-13 02:55:16, AirTemperature: 28.3C, AirHumidity: 43.9%, WaterTemperature: 21C, WaterDO: 7.57mg/L 
2024-06-13 02:56:16, AirTemperature: 28.3C, AirHumidity: 43.9%, WaterTemperature: 21C, WaterDO: 7.57mg/L 
2024-06-13 02:57:16, AirTemperature: 28.3C, AirHumidity: 43.9%, WaterTemperature: 21C, WaterDO: 8.17mg/L 
2024-06-13 02:58:16, AirTemperature: 28.3C, AirHumidity: 43.9%, WaterTemperature: 21C, WaterDO: 8.77mg/L 
2024-06-13 02:59:16, AirTemperature: 28.3C, AirHumidity: 43.9%, WaterTemperature: 21C, WaterDO: 9.08mg/L 
2024-06-13 03:00:16, AirTemperature: 28.3C, AirHumidity: 43.9%, WaterTemperature: 21C, WaterDO: 8.17mg/L 
2024-06-13 03:01:16, AirTemperature: 28.2C, AirHumidity: 43.9%, WaterTemperature: 21C, WaterDO: 8.47mg/L 
2024-06-13 03:02:16, AirTemperature: 28.2C, AirHumidity: 43.9%, WaterTemperature: 21C, WaterDO: 7.87mg/L 
2024-06-13 03:03:16, AirTemperature: 28.2C, AirHumidity: 43.9%, WaterTemperature: 21C, WaterDO: 8.47mg/L 
2024-06-13 03:04:16, AirTemperature: 28.2C, AirHumidity: 43.9%, WaterTemperature: 21C, WaterDO: 7.87mg/L 
2024-06-13 03:05:16, AirTemperature: 28.2C, AirHumidity: 43.9%, WaterTemperature: 21C, WaterDO: 8.47mg/L 
2024-06-13 03:06:16, AirTemperature: 28.2C, AirHumidity: 43.9%, WaterTemperature: 21C, WaterDO: 8.17mg/L 
2024-06-13 03:07:16, AirTemperature: 28.1C, AirHumidity: 43.9%, WaterTemperature: 21C, WaterDO: 8.47mg/L 
2024-06-13 03:08:16, AirTemperature: 28.2C, AirHumidity: 43.9%, WaterTemperature: 21C, WaterDO: 8.47mg/L 
2024-06-13 03:09:16, AirTemperature: 28.1C, AirHumidity: 43.9%, WaterTemperature: 21C, WaterDO: 8.47mg/L 
2024-06-13 03:10:16, AirTemperature: 28.1C, AirHumidity: 44.0%, WaterTemperature: 21C, WaterDO: 9.38mg/L 
2024-06-13 03:11:16, AirTemperature: 28.1C, AirHumidity: 43.9%, WaterTemperature: 21C, WaterDO: 8.77mg/L 
2024-06-13 03:12:16, AirTemperature: 28.1C, AirHumidity: 43.9%, WaterTemperature: 21C, WaterDO: 9.68mg/L 
2024-06-13 03:13:16, AirTemperature: 28.1C, AirHumidity: 43.9%, WaterTemperature: 21C, WaterDO: 8.77mg/L 
2024-06-13 03:14:16, AirTemperature: 28.1C, AirHumidity: 43.9%, WaterTemperature: 21C, WaterDO: 9.38mg/L 
2024-06-13 03:15:16, AirTemperature: 28.1C, AirHumidity: 43.9%, WaterTemperature: 21C, WaterDO: 9.68mg/L 
2024-06-13 03:16:16, AirTemperature: 28.1C, AirHumidity: 43.9%, WaterTemperature: 21C, WaterDO: 9.08mg/L 
2024-06-13 03:17:16, AirTemperature: 28.1C, AirHumidity: 43.9%, WaterTemperature: 21C, WaterDO: 8.77mg/L 
2024-06-13 03:18:16, AirTemperature: 28.0C, AirHumidity: 43.9%, WaterTemperature: 21C, WaterDO: 9.38mg/L 
2024-06-13 03:19:16, AirTemperature: 28.0C, AirHumidity: 43.9%, WaterTemperature: 21C, WaterDO: 9.08mg/L 
2024-06-13 03:20:16, AirTemperature: 28.0C, AirHumidity: 43.9%, WaterTemperature: 21C, WaterDO: 8.77mg/L 
2024-06-13 03:21:16, AirTemperature: 28.0C, AirHumidity: 43.9%, WaterTemperature: 21C, WaterDO: 8.77mg/L 
2024-06-13 03:22:16, AirTemperature: 28.0C, AirHumidity: 43.9%, WaterTemperature: 21C, WaterDO: 8.77mg/L 
2024-06-13 03:23:16, AirTemperature: 28.0C, AirHumidity: 43.9%, WaterTemperature: 21C, WaterDO: 8.77mg/L 
2024-06-13 03:24:16, AirTemperature: 28.0C, AirHumidity: 43.9%, WaterTemperature: 21C, WaterDO: 8.47mg/L 
2024-06-13 03:25:16, AirTemperature: 28.0C, AirHumidity: 43.9%, WaterTemperature: 21C, WaterDO: 9.08mg/L 
2024-06-13 03:26:16, AirTemperature: 28.0C, AirHumidity: 43.9%, WaterTemperature: 21C, WaterDO: 9.68mg/L 
2024-06-13 03:27:16, AirTemperature: 28.0C, AirHumidity: 43.9%, WaterTemperature: 21C, WaterDO: 8.47mg/L 
