2024-06-09 01:43:46, AirTemperature: 33.2C, AirHumidity: 52.3%, WaterTemperature: 0.0C, WaterDO: 0.0mg/L 
2024-06-09 03:03:50, AirTemperature: 33.0C, AirHumidity: 52.4%, WaterTemperature: 27C, WaterDO: 8.39mg/L 
2024-06-09 03:04:50, AirTemperature: 33.0C, AirHumidity: 52.3%, WaterTemperature: 27C, WaterDO: 9.11mg/L 
2024-06-09 03:05:50, AirTemperature: 33.1C, AirHumidity: 52.4%, WaterTemperature: 27C, WaterDO: 8.63mg/L 
2024-06-09 03:06:50, AirTemperature: 33.0C, AirHumidity: 52.4%, WaterTemperature: 27C, WaterDO: 8.63mg/L 
2024-06-09 03:07:50, AirTemperature: 33.0C, AirHumidity: 52.4%, WaterTemperature: 27C, WaterDO: 8.15mg/L 
2024-06-09 03:08:50, AirTemperature: 33.0C, AirHumidity: 52.4%, WaterTemperature: 27C, WaterDO: 8.87mg/L 
2024-06-09 03:09:50, AirTemperature: 33.0C, AirHumidity: 52.4%, WaterTemperature: 27C, WaterDO: 8.87mg/L 
2024-06-09 03:10:50, AirTemperature: 33.0C, AirHumidity: 52.4%, WaterTemperature: 27C, WaterDO: 8.63mg/L 
2024-06-09 03:11:50, AirTemperature: 33.0C, AirHumidity: 52.4%, WaterTemperature: 27C, WaterDO: 8.87mg/L 
2024-06-09 03:12:50, AirTemperature: 33.0C, AirHumidity: 52.4%, WaterTemperature: 27C, WaterDO: 7.24mg/L 
2024-06-09 03:13:50, AirTemperature: 33.0C, AirHumidity: 52.4%, WaterTemperature: 27C, WaterDO: 9.35mg/L 
2024-06-09 03:14:50, AirTemperature: 33.0C, AirHumidity: 52.4%, WaterTemperature: 27C, WaterDO: 8.39mg/L 
2024-06-09 03:15:50, AirTemperature: 33.0C, AirHumidity: 52.4%, WaterTemperature: 27C, WaterDO: 8.63mg/L 
2024-06-09 03:16:50, AirTemperature: 33.0C, AirHumidity: 52.4%, WaterTemperature: 27C, WaterDO: 8.63mg/L 
2024-06-09 03:17:50, AirTemperature: 33.0C, AirHumidity: 52.4%, WaterTemperature: 27C, WaterDO: 7.48mg/L 
2024-06-09 03:18:50, AirTemperature: 33.0C, AirHumidity: 52.4%, WaterTemperature: 27C, WaterDO: 8.39mg/L 
2024-06-09 03:19:50, AirTemperature: 33.0C, AirHumidity: 52.4%, WaterTemperature: 27C, WaterDO: 8.63mg/L 
2024-06-09 03:20:50, AirTemperature: 33.0C, AirHumidity: 52.5%, WaterTemperature: 27C, WaterDO: 7.48mg/L 
2024-06-09 03:21:50, AirTemperature: 33.0C, AirHumidity: 52.5%, WaterTemperature: 27C, WaterDO: 8.39mg/L 
2024-06-09 03:22:50, AirTemperature: 33.0C, AirHumidity: 52.4%, WaterTemperature: 27C, WaterDO: 8.87mg/L 
2024-06-09 03:23:50, AirTemperature: 33.0C, AirHumidity: 52.4%, WaterTemperature: 27C, WaterDO: 7.48mg/L 
2024-06-09 03:24:50, AirTemperature: 33.0C, AirHumidity: 52.4%, WaterTemperature: 27C, WaterDO: 7.72mg/L 
2024-06-09 03:25:50, AirTemperature: 33.0C, AirHumidity: 52.4%, WaterTemperature: 27C, WaterDO: 8.15mg/L 
2024-06-09 03:26:50, AirTemperature: 33.0C, AirHumidity: 52.4%, WaterTemperature: 27C, WaterDO: 8.87mg/L 
2024-06-09 03:27:50, AirTemperature: 33.0C, AirHumidity: 52.4%, WaterTemperature: 27C, WaterDO: 9.59mg/L 
2024-06-09 03:28:50, AirTemperature: 33.0C, AirHumidity: 52.4%, WaterTemperature: 27C, WaterDO: 8.39mg/L 
2024-06-09 03:29:50, AirTemperature: 33.0C, AirHumidity: 52.5%, WaterTemperature: 27C, WaterDO: 9.35mg/L 
2024-06-09 03:30:50, AirTemperature: 33.0C, AirHumidity: 52.5%, WaterTemperature: 27C, WaterDO: 9.59mg/L 
2024-06-09 03:31:50, AirTemperature: 33.0C, AirHumidity: 52.4%, WaterTemperature: 27C, WaterDO: 8.39mg/L 
2024-06-09 03:32:50, AirTemperature: 33.0C, AirHumidity: 52.4%, WaterTemperature: 27C, WaterDO: 8.39mg/L 
2024-06-09 03:33:50, AirTemperature: 33.0C, AirHumidity: 52.4%, WaterTemperature: 27C, WaterDO: 9.59mg/L 
2024-06-09 03:34:50, AirTemperature: 33.0C, AirHumidity: 52.4%, WaterTemperature: 27C, WaterDO: 8.87mg/L 
2024-06-09 03:35:50, AirTemperature: 33.0C, AirHumidity: 52.4%, WaterTemperature: 27C, WaterDO: 7.0mg/L 
2024-06-09 03:36:50, AirTemperature: 33.0C, AirHumidity: 52.5%, WaterTemperature: 27C, WaterDO: 8.39mg/L 
2024-06-09 03:37:50, AirTemperature: 33.0C, AirHumidity: 52.4%, WaterTemperature: 27C, WaterDO: 8.87mg/L 
2024-06-09 03:38:50, AirTemperature: 33.0C, AirHumidity: 52.5%, WaterTemperature: 27C, WaterDO: 10.02mg/L 
2024-06-09 03:39:50, AirTemperature: 33.0C, AirHumidity: 52.4%, WaterTemperature: 27C, WaterDO: 8.63mg/L 
2024-06-09 03:40:50, AirTemperature: 33.0C, AirHumidity: 52.5%, WaterTemperature: 27C, WaterDO: 9.11mg/L 
2024-06-09 03:41:50, AirTemperature: 33.0C, AirHumidity: 52.5%, WaterTemperature: 27C, WaterDO: 9.59mg/L 
2024-06-09 03:42:50, AirTemperature: 33.0C, AirHumidity: 52.5%, WaterTemperature: 27C, WaterDO: 8.63mg/L 
2024-06-09 03:43:50, AirTemperature: 33.0C, AirHumidity: 52.5%, WaterTemperature: 27C, WaterDO: 8.39mg/L 
2024-06-09 03:44:50, AirTemperature: 33.0C, AirHumidity: 52.5%, WaterTemperature: 27C, WaterDO: 10.02mg/L 
2024-06-09 03:45:50, AirTemperature: 33.0C, AirHumidity: 52.4%, WaterTemperature: 27C, WaterDO: 8.87mg/L 
2024-06-09 03:46:50, AirTemperature: 33.0C, AirHumidity: 52.5%, WaterTemperature: 27C, WaterDO: 8.63mg/L 
2024-06-09 03:47:50, AirTemperature: 33.0C, AirHumidity: 52.5%, WaterTemperature: 27C, WaterDO: 8.39mg/L 
2024-06-09 03:48:50, AirTemperature: 33.0C, AirHumidity: 52.5%, WaterTemperature: 27C, WaterDO: 8.39mg/L 
2024-06-09 03:49:50, AirTemperature: 33.0C, AirHumidity: 52.4%, WaterTemperature: 27C, WaterDO: 9.83mg/L 
2024-06-09 03:50:50, AirTemperature: 33.0C, AirHumidity: 52.5%, WaterTemperature: 27C, WaterDO: 7.24mg/L 
2024-06-09 03:51:50, AirTemperature: 33.0C, AirHumidity: 52.5%, WaterTemperature: 27C, WaterDO: 8.63mg/L 
2024-06-09 03:52:50, AirTemperature: 33.0C, AirHumidity: 52.4%, WaterTemperature: 27C, WaterDO: 8.39mg/L 
2024-06-09 03:53:50, AirTemperature: 33.0C, AirHumidity: 52.5%, WaterTemperature: 27C, WaterDO: 8.15mg/L 
2024-06-09 03:54:50, AirTemperature: 33.0C, AirHumidity: 52.4%, WaterTemperature: 27C, WaterDO: 8.39mg/L 
2024-06-09 03:55:50, AirTemperature: 33.0C, AirHumidity: 52.4%, WaterTemperature: 27C, WaterDO: 8.63mg/L 
2024-06-09 03:56:50, AirTemperature: 33.0C, AirHumidity: 52.4%, WaterTemperature: 27C, WaterDO: 8.63mg/L 
2024-06-09 03:57:50, AirTemperature: 33.0C, AirHumidity: 52.5%, WaterTemperature: 27C, WaterDO: 9.11mg/L 
2024-06-09 03:58:50, AirTemperature: 33.0C, AirHumidity: 52.4%, WaterTemperature: 27C, WaterDO: 7.72mg/L 
2024-06-09 03:59:50, AirTemperature: 33.0C, AirHumidity: 52.5%, WaterTemperature: 27C, WaterDO: 8.63mg/L 
2024-06-09 04:00:50, AirTemperature: 33.0C, AirHumidity: 52.5%, WaterTemperature: 27C, WaterDO: 10.74mg/L 
2024-06-09 04:01:50, AirTemperature: 33.0C, AirHumidity: 52.5%, WaterTemperature: 27C, WaterDO: 8.63mg/L 
2024-06-09 04:02:50, AirTemperature: 33.0C, AirHumidity: 52.5%, WaterTemperature: 27C, WaterDO: 8.63mg/L 
2024-06-09 04:03:50, AirTemperature: 33.0C, AirHumidity: 52.5%, WaterTemperature: 27C, WaterDO: 9.35mg/L 
2024-06-09 04:04:50, AirTemperature: 33.0C, AirHumidity: 52.5%, WaterTemperature: 27C, WaterDO: 7.72mg/L 
2024-06-09 04:05:50, AirTemperature: 33.0C, AirHumidity: 52.5%, WaterTemperature: 27C, WaterDO: 7.0mg/L 
2024-06-09 04:06:50, AirTemperature: 33.0C, AirHumidity: 52.5%, WaterTemperature: 27C, WaterDO: 7.96mg/L 
2024-06-09 04:07:50, AirTemperature: 33.0C, AirHumidity: 52.4%, WaterTemperature: 27C, WaterDO: 8.63mg/L 
2024-06-09 04:08:50, AirTemperature: 33.0C, AirHumidity: 52.4%, WaterTemperature: 27C, WaterDO: 8.87mg/L 
2024-06-09 04:09:50, AirTemperature: 33.0C, AirHumidity: 52.5%, WaterTemperature: 27C, WaterDO: 8.63mg/L 
2024-06-09 04:10:50, AirTemperature: 33.0C, AirHumidity: 52.4%, WaterTemperature: 27C, WaterDO: 7.72mg/L 
2024-06-09 04:11:50, AirTemperature: 33.0C, AirHumidity: 52.5%, WaterTemperature: 27C, WaterDO: 8.87mg/L 
2024-06-09 04:12:50, AirTemperature: 33.0C, AirHumidity: 52.4%, WaterTemperature: 27C, WaterDO: 8.39mg/L 
2024-06-09 04:13:50, AirTemperature: 33.0C, AirHumidity: 52.4%, WaterTemperature: 27C, WaterDO: 8.39mg/L 
2024-06-09 04:14:50, AirTemperature: 33.0C, AirHumidity: 52.5%, WaterTemperature: 27C, WaterDO: 8.87mg/L 
2024-06-09 04:15:50, AirTemperature: 33.0C, AirHumidity: 52.5%, WaterTemperature: 27C, WaterDO: 9.59mg/L 
2024-06-09 04:16:50, AirTemperature: 33.0C, AirHumidity: 52.5%, WaterTemperature: 27C, WaterDO: 8.87mg/L 
2024-06-09 04:17:50, AirTemperature: 33.0C, AirHumidity: 52.5%, WaterTemperature: 27C, WaterDO: 8.39mg/L 
2024-06-09 04:18:50, AirTemperature: 33.0C, AirHumidity: 52.4%, WaterTemperature: 27C, WaterDO: 8.87mg/L 
2024-06-09 04:19:50, AirTemperature: 33.0C, AirHumidity: 52.5%, WaterTemperature: 27C, WaterDO: 7.24mg/L 
2024-06-09 04:20:50, AirTemperature: 33.0C, AirHumidity: 52.5%, WaterTemperature: 27C, WaterDO: 8.39mg/L 
2024-06-09 04:21:50, AirTemperature: 33.0C, AirHumidity: 52.4%, WaterTemperature: 27C, WaterDO: 8.39mg/L 
2024-06-09 04:22:50, AirTemperature: 33.0C, AirHumidity: 52.5%, WaterTemperature: 27C, WaterDO: 7.72mg/L 
2024-06-09 04:23:50, AirTemperature: 33.0C, AirHumidity: 52.5%, WaterTemperature: 27C, WaterDO: 8.63mg/L 
2024-06-09 04:24:50, AirTemperature: 33.0C, AirHumidity: 52.5%, WaterTemperature: 27C, WaterDO: 7.96mg/L 
2024-06-09 04:25:50, AirTemperature: 33.0C, AirHumidity: 52.5%, WaterTemperature: 27C, WaterDO: 9.35mg/L 
2024-06-09 04:26:50, AirTemperature: 33.0C, AirHumidity: 52.6%, WaterTemperature: 27C, WaterDO: 8.63mg/L 
2024-06-09 04:27:50, AirTemperature: 33.0C, AirHumidity: 52.5%, WaterTemperature: 27C, WaterDO: 9.83mg/L 
2024-06-09 04:28:50, AirTemperature: 33.0C, AirHumidity: 52.5%, WaterTemperature: 27C, WaterDO: 8.87mg/L 
2024-06-09 04:29:50, AirTemperature: 33.0C, AirHumidity: 52.5%, WaterTemperature: 27C, WaterDO: 8.63mg/L 
2024-06-09 04:30:50, AirTemperature: 33.0C, AirHumidity: 52.5%, WaterTemperature: 27C, WaterDO: 8.87mg/L 
2024-06-09 04:31:50, AirTemperature: 33.0C, AirHumidity: 52.5%, WaterTemperature: 27C, WaterDO: 8.63mg/L 
2024-06-09 04:32:50, AirTemperature: 33.0C, AirHumidity: 52.5%, WaterTemperature: 27C, WaterDO: 8.15mg/L 
2024-06-09 04:33:50, AirTemperature: 33.0C, AirHumidity: 52.5%, WaterTemperature: 27C, WaterDO: 7.24mg/L 
2024-06-09 04:34:50, AirTemperature: 33.0C, AirHumidity: 52.5%, WaterTemperature: 27C, WaterDO: 8.63mg/L 
2024-06-09 04:35:50, AirTemperature: 33.0C, AirHumidity: 52.5%, WaterTemperature: 27C, WaterDO: 9.83mg/L 
2024-06-09 04:36:50, AirTemperature: 33.0C, AirHumidity: 52.5%, WaterTemperature: 27C, WaterDO: 7.72mg/L 
2024-06-09 04:37:50, AirTemperature: 33.0C, AirHumidity: 52.5%, WaterTemperature: 27C, WaterDO: 7.0mg/L 
2024-06-09 04:38:50, AirTemperature: 33.0C, AirHumidity: 52.5%, WaterTemperature: 27C, WaterDO: 11.22mg/L 
2024-06-09 04:39:50, AirTemperature: 33.0C, AirHumidity: 52.5%, WaterTemperature: 27C, WaterDO: 7.72mg/L 
2024-06-09 04:40:50, AirTemperature: 33.0C, AirHumidity: 52.5%, WaterTemperature: 27C, WaterDO: 8.87mg/L 
2024-06-09 04:41:50, AirTemperature: 33.0C, AirHumidity: 52.5%, WaterTemperature: 27C, WaterDO: 9.59mg/L 
2024-06-09 04:42:50, AirTemperature: 33.0C, AirHumidity: 52.5%, WaterTemperature: 27C, WaterDO: 8.63mg/L 
2024-06-09 04:43:50, AirTemperature: 33.0C, AirHumidity: 52.5%, WaterTemperature: 27C, WaterDO: 7.48mg/L 
2024-06-09 04:44:50, AirTemperature: 33.0C, AirHumidity: 52.5%, WaterTemperature: 27C, WaterDO: 7.0mg/L 
2024-06-09 04:45:50, AirTemperature: 33.0C, AirHumidity: 52.5%, WaterTemperature: 27C, WaterDO: 7.96mg/L 
2024-06-09 04:46:50, AirTemperature: 33.0C, AirHumidity: 52.5%, WaterTemperature: 27C, WaterDO: 10.02mg/L 
2024-06-09 04:47:50, AirTemperature: 33.0C, AirHumidity: 52.5%, WaterTemperature: 27C, WaterDO: 7.72mg/L 
2024-06-09 04:48:50, AirTemperature: 33.0C, AirHumidity: 52.5%, WaterTemperature: 27C, WaterDO: 8.63mg/L 
2024-06-09 04:49:50, AirTemperature: 33.0C, AirHumidity: 52.6%, WaterTemperature: 27C, WaterDO: 7.72mg/L 
2024-06-09 04:50:50, AirTemperature: 33.0C, AirHumidity: 52.5%, WaterTemperature: 27C, WaterDO: 8.87mg/L 
2024-06-09 04:51:50, AirTemperature: 33.0C, AirHumidity: 52.5%, WaterTemperature: 27C, WaterDO: 8.87mg/L 
2024-06-09 04:52:50, AirTemperature: 33.0C, AirHumidity: 52.5%, WaterTemperature: 27C, WaterDO: 8.39mg/L 
2024-06-09 04:53:50, AirTemperature: 33.0C, AirHumidity: 52.6%, WaterTemperature: 27C, WaterDO: 8.87mg/L 
2024-06-09 04:54:50, AirTemperature: 33.0C, AirHumidity: 52.6%, WaterTemperature: 27C, WaterDO: 8.15mg/L 
2024-06-09 04:55:50, AirTemperature: 33.0C, AirHumidity: 52.6%, WaterTemperature: 27C, WaterDO: 7.48mg/L 
2024-06-09 04:56:50, AirTemperature: 33.0C, AirHumidity: 52.5%, WaterTemperature: 27C, WaterDO: 8.39mg/L 
2024-06-09 04:57:50, AirTemperature: 33.0C, AirHumidity: 52.6%, WaterTemperature: 27C, WaterDO: 8.63mg/L 
2024-06-09 04:58:50, AirTemperature: 33.0C, AirHumidity: 52.6%, WaterTemperature: 27C, WaterDO: 7.96mg/L 
2024-06-09 04:59:50, AirTemperature: 33.0C, AirHumidity: 52.6%, WaterTemperature: 27C, WaterDO: 8.63mg/L 
2024-06-09 05:00:50, AirTemperature: 33.0C, AirHumidity: 52.5%, WaterTemperature: 27C, WaterDO: 8.39mg/L 
2024-06-09 05:01:50, AirTemperature: 33.0C, AirHumidity: 52.5%, WaterTemperature: 27C, WaterDO: 7.72mg/L 
2024-06-09 05:02:50, AirTemperature: 33.0C, AirHumidity: 52.5%, WaterTemperature: 27C, WaterDO: 10.98mg/L 
2024-06-09 05:03:50, AirTemperature: 33.0C, AirHumidity: 52.6%, WaterTemperature: 27C, WaterDO: 8.87mg/L 
2024-06-09 05:04:50, AirTemperature: 33.0C, AirHumidity: 52.6%, WaterTemperature: 27C, WaterDO: 8.39mg/L 
2024-06-09 05:05:50, AirTemperature: 33.0C, AirHumidity: 52.6%, WaterTemperature: 27C, WaterDO: 7.48mg/L 
2024-06-09 05:06:50, AirTemperature: 33.0C, AirHumidity: 52.6%, WaterTemperature: 27C, WaterDO: 10.02mg/L 
2024-06-09 05:07:50, AirTemperature: 33.0C, AirHumidity: 52.6%, WaterTemperature: 27C, WaterDO: 7.24mg/L 
2024-06-09 05:08:50, AirTemperature: 33.0C, AirHumidity: 52.5%, WaterTemperature: 27C, WaterDO: 8.39mg/L 
2024-06-09 05:09:50, AirTemperature: 33.0C, AirHumidity: 52.6%, WaterTemperature: 27C, WaterDO: 8.63mg/L 
2024-06-09 05:10:50, AirTemperature: 33.0C, AirHumidity: 52.6%, WaterTemperature: 27C, WaterDO: 8.15mg/L 
2024-06-09 05:11:50, AirTemperature: 33.0C, AirHumidity: 52.6%, WaterTemperature: 27C, WaterDO: 9.11mg/L 
2024-06-09 05:12:50, AirTemperature: 33.0C, AirHumidity: 52.6%, WaterTemperature: 27C, WaterDO: 8.63mg/L 
2024-06-09 05:13:50, AirTemperature: 33.0C, AirHumidity: 52.6%, WaterTemperature: 27C, WaterDO: 8.39mg/L 
2024-06-09 05:14:50, AirTemperature: 33.0C, AirHumidity: 52.6%, WaterTemperature: 27C, WaterDO: 10.98mg/L 
